subj_idx,task,condition,stimulus,subject_answered,response,rt
s02,visual,incongruent,fast,fast,1.0,1.069
s02,visual,control,fast,slow,0.0,1.165
s02,visual,congruent,fast,slow,0.0,1.129
s02,visual,control,slow,slow,1.0,0.989
s02,visual,incongruent,fast,fast,1.0,0.937
s02,visual,congruent,fast,fast,1.0,0.932
s02,visual,control,fast,fast,1.0,0.74
s02,visual,incongruent,slow,slow,1.0,0.857
s02,visual,congruent,slow,slow,1.0,0.929
s02,visual,congruent,fast,fast,1.0,0.793
s02,visual,congruent,slow,slow,1.0,0.929
s02,visual,control,slow,fast,0.0,0.757
s02,visual,congruent,fast,fast,1.0,0.912
s02,visual,congruent,slow,fast,0.0,1.014
s02,visual,control,fast,slow,0.0,0.929
s02,visual,congruent,slow,slow,1.0,0.921
s02,visual,incongruent,fast,fast,1.0,1.119
s02,visual,control,fast,fast,1.0,1.024
s02,visual,incongruent,slow,slow,1.0,1.17
s02,visual,congruent,fast,slow,0.0,1.184
s02,visual,incongruent,fast,slow,0.0,0.928
s02,visual,control,slow,slow,1.0,1.08
s02,visual,congruent,slow,fast,0.0,1.044
s02,visual,incongruent,slow,fast,0.0,1.38
s02,visual,control,fast,fast,1.0,1.009
s02,visual,congruent,fast,fast,1.0,1.11
s02,visual,incongruent,fast,slow,0.0,0.877
s02,visual,incongruent,fast,fast,1.0,0.94
s02,visual,control,fast,fast,1.0,0.89
s02,visual,congruent,slow,slow,1.0,0.78
s02,visual,control,slow,slow,1.0,1.132
s02,visual,control,fast,slow,0.0,1.032
s02,visual,control,slow,slow,1.0,1.208
s02,visual,incongruent,fast,fast,1.0,1.183
s02,visual,incongruent,fast,fast,1.0,0.886
s02,visual,incongruent,slow,slow,1.0,0.813
s02,visual,incongruent,fast,fast,1.0,1.173
s02,visual,incongruent,fast,fast,1.0,0.941
s02,visual,incongruent,fast,fast,1.0,0.948
s02,visual,congruent,slow,slow,1.0,0.868
s02,visual,control,fast,slow,0.0,0.981
s02,visual,incongruent,fast,fast,1.0,1.225
s02,visual,congruent,fast,fast,1.0,1.167
s02,visual,incongruent,fast,fast,1.0,0.808
s02,visual,congruent,fast,fast,1.0,1.004
s02,visual,congruent,slow,slow,1.0,0.806
s02,visual,congruent,slow,slow,1.0,0.8
s02,visual,control,fast,fast,1.0,0.848
s02,visual,congruent,slow,slow,1.0,1.26
s02,visual,control,slow,slow,1.0,1.168
s02,visual,control,slow,slow,1.0,1.099
s02,visual,incongruent,fast,fast,1.0,1.087
s02,visual,incongruent,slow,slow,1.0,1.036
s02,visual,control,slow,slow,1.0,1.115
s02,visual,congruent,slow,slow,1.0,0.895
s02,visual,control,slow,slow,1.0,1.139
s02,visual,control,fast,fast,1.0,1.28
s02,visual,incongruent,slow,fast,0.0,0.879
s02,visual,control,slow,slow,1.0,1.004
s02,visual,congruent,fast,fast,1.0,1.024
s02,visual,incongruent,fast,fast,1.0,1.091
s02,visual,congruent,fast,fast,1.0,0.916
s02,visual,congruent,slow,slow,1.0,0.976
s02,visual,incongruent,slow,fast,0.0,1.207
s02,visual,control,fast,slow,0.0,1.236
s02,visual,incongruent,slow,fast,0.0,1.152
s02,visual,control,slow,slow,1.0,1.072
s02,visual,incongruent,slow,slow,1.0,1.339
s02,visual,congruent,fast,fast,1.0,0.987
s02,visual,control,slow,slow,1.0,0.951
s02,visual,incongruent,fast,fast,1.0,1.164
s02,visual,congruent,slow,slow,1.0,0.991
s02,visual,congruent,slow,slow,1.0,0.954
s02,visual,congruent,fast,fast,1.0,1.32
s02,visual,control,slow,slow,1.0,1.102
s02,visual,control,fast,fast,1.0,0.847
s02,visual,congruent,slow,slow,1.0,0.891
s02,visual,incongruent,fast,fast,1.0,1.044
s02,visual,congruent,fast,fast,1.0,0.826
s02,visual,incongruent,slow,fast,0.0,1.07
s02,visual,control,slow,slow,1.0,1.003
s02,visual,congruent,fast,fast,1.0,1.121
s02,visual,congruent,slow,slow,1.0,0.827
s02,visual,incongruent,fast,fast,1.0,1.179
s02,visual,congruent,slow,slow,1.0,0.834
s02,visual,control,slow,slow,1.0,0.939
s02,visual,incongruent,fast,slow,0.0,0.85
s02,visual,control,fast,fast,1.0,0.942
s02,visual,control,fast,fast,1.0,0.882
s02,visual,incongruent,slow,slow,1.0,0.821
s02,visual,congruent,fast,fast,1.0,0.91
s02,visual,incongruent,slow,fast,0.0,1.066
s02,visual,incongruent,fast,fast,1.0,0.863
s02,visual,congruent,slow,slow,1.0,0.859
s02,visual,congruent,slow,slow,1.0,0.802
s02,visual,control,slow,slow,1.0,0.85
s02,visual,control,fast,fast,1.0,0.93
s02,visual,incongruent,slow,slow,1.0,1.078
s02,visual,congruent,fast,fast,1.0,0.994
s02,visual,control,fast,fast,1.0,0.972
s02,visual,congruent,fast,slow,0.0,0.851
s02,visual,control,slow,slow,1.0,1.154
s02,visual,congruent,fast,fast,1.0,0.76
s02,visual,control,slow,fast,0.0,0.906
s02,visual,incongruent,slow,slow,1.0,0.891
s02,visual,control,fast,fast,1.0,0.822
s02,visual,incongruent,slow,slow,1.0,0.977
s02,visual,incongruent,fast,slow,0.0,0.866
s02,visual,congruent,slow,slow,1.0,0.882
s02,visual,incongruent,slow,fast,0.0,0.733
s02,visual,incongruent,slow,slow,1.0,0.936
s02,visual,congruent,slow,slow,1.0,1.015
s02,visual,control,slow,slow,1.0,1.018
s02,visual,incongruent,fast,fast,1.0,1.063
s02,visual,incongruent,slow,slow,1.0,0.999
s02,visual,control,fast,fast,1.0,0.77
s02,visual,congruent,slow,slow,1.0,0.994
s02,visual,control,slow,fast,0.0,0.777
s02,visual,congruent,slow,slow,1.0,1.007
s02,visual,incongruent,fast,fast,1.0,0.955
s02,visual,control,slow,slow,1.0,0.915
s02,visual,congruent,slow,slow,1.0,0.882
s02,visual,control,fast,fast,1.0,0.825
s02,visual,congruent,slow,slow,1.0,0.862
s02,visual,control,slow,slow,1.0,0.934
s02,visual,incongruent,fast,slow,0.0,0.802
s02,visual,incongruent,slow,slow,1.0,1.038
s02,visual,control,fast,fast,1.0,0.79
s02,visual,incongruent,slow,slow,1.0,0.894
s02,visual,control,fast,fast,1.0,0.782
s02,visual,incongruent,fast,slow,0.0,0.869
s02,visual,incongruent,slow,slow,1.0,0.989
s02,visual,incongruent,slow,slow,1.0,1.132
s02,visual,congruent,slow,slow,1.0,0.941
s02,visual,control,slow,slow,1.0,0.958
s02,visual,congruent,fast,fast,1.0,1.141
s02,visual,control,fast,fast,1.0,0.866
s02,visual,control,fast,fast,1.0,0.832
s02,visual,congruent,fast,fast,1.0,0.866
s02,visual,congruent,fast,fast,1.0,0.986
s02,visual,incongruent,fast,slow,0.0,0.938
s02,visual,incongruent,slow,fast,0.0,1.354
s02,visual,incongruent,slow,fast,0.0,0.97
s02,visual,congruent,slow,slow,1.0,0.901
s02,visual,congruent,slow,slow,1.0,0.921
s02,visual,congruent,fast,fast,1.0,0.882
s02,visual,incongruent,fast,slow,0.0,0.83
s02,visual,control,fast,slow,0.0,1.093
s02,visual,control,fast,fast,1.0,1.021
s02,visual,control,slow,fast,0.0,1.032
s02,visual,congruent,fast,fast,1.0,1.006
s02,visual,congruent,slow,slow,1.0,0.913
s02,visual,incongruent,slow,slow,1.0,1.049
s02,visual,incongruent,slow,slow,1.0,1.118
s02,visual,control,slow,slow,1.0,1.017
s02,visual,incongruent,slow,slow,1.0,0.873
s02,visual,control,slow,slow,1.0,0.869
s02,visual,congruent,slow,slow,1.0,0.817
s02,visual,incongruent,slow,slow,1.0,0.949
s02,visual,congruent,fast,fast,1.0,0.888
s02,visual,control,slow,slow,1.0,0.984
s02,visual,incongruent,fast,fast,1.0,1.16
s02,visual,incongruent,fast,slow,0.0,1.009
s02,visual,control,slow,slow,1.0,0.957
s02,visual,incongruent,slow,slow,1.0,0.994
s02,visual,congruent,slow,slow,1.0,0.947
s02,visual,incongruent,fast,fast,1.0,0.994
s02,visual,incongruent,fast,fast,1.0,0.769
s02,visual,control,slow,slow,1.0,1.048
s02,visual,congruent,slow,slow,1.0,0.977
s02,visual,incongruent,slow,slow,1.0,0.881
s02,visual,control,slow,slow,1.0,0.896
s02,visual,congruent,slow,slow,1.0,0.944
s02,visual,control,fast,fast,1.0,0.938
s02,visual,congruent,slow,slow,1.0,0.969
s02,visual,control,fast,fast,1.0,0.984
s02,visual,incongruent,slow,slow,1.0,0.866
s02,visual,incongruent,fast,fast,1.0,1.064
s02,visual,congruent,slow,slow,1.0,0.904
s02,visual,congruent,fast,fast,1.0,0.85
s02,visual,incongruent,slow,fast,0.0,0.924
s02,visual,control,slow,slow,1.0,0.948
s02,visual,congruent,slow,slow,1.0,1.001
s02,visual,congruent,fast,fast,1.0,0.939
s02,visual,incongruent,fast,slow,0.0,0.945
s02,visual,incongruent,fast,fast,1.0,0.932
s02,visual,incongruent,slow,slow,1.0,1.105
s02,visual,congruent,slow,slow,1.0,1.0
s02,visual,congruent,slow,slow,1.0,1.012
s02,visual,incongruent,fast,slow,0.0,0.917
s02,visual,incongruent,fast,fast,1.0,1.027
s02,visual,control,fast,fast,1.0,0.784
s02,visual,control,fast,fast,1.0,0.859
s02,visual,incongruent,slow,fast,0.0,1.047
s02,visual,control,slow,slow,1.0,0.88
s02,visual,control,slow,slow,1.0,0.858
s02,visual,congruent,slow,slow,1.0,1.14
s02,visual,control,fast,slow,0.0,1.121
s02,visual,congruent,slow,slow,1.0,1.068
s02,visual,incongruent,fast,fast,1.0,0.895
s02,visual,control,slow,slow,1.0,1.06
s02,visual,control,fast,fast,1.0,0.807
s02,visual,control,slow,slow,1.0,0.863
s02,visual,congruent,fast,fast,1.0,0.952
s02,visual,congruent,slow,slow,1.0,0.804
s02,visual,incongruent,slow,slow,1.0,1.023
s02,visual,control,slow,slow,1.0,0.979
s02,visual,congruent,slow,slow,1.0,0.959
s02,visual,congruent,fast,fast,1.0,0.976
s02,visual,congruent,slow,slow,1.0,0.904
s02,visual,control,fast,fast,1.0,0.892
s02,visual,control,slow,slow,1.0,1.171
s02,visual,congruent,fast,fast,1.0,0.823
s02,visual,congruent,slow,slow,1.0,1.077
s02,visual,control,fast,fast,1.0,0.803
s02,visual,control,slow,slow,1.0,1.008
s02,visual,incongruent,slow,slow,1.0,1.019
s02,visual,control,slow,fast,0.0,1.056
s02,visual,incongruent,fast,fast,1.0,1.12
s02,visual,control,fast,fast,1.0,0.839
s02,visual,incongruent,fast,slow,0.0,1.173
s02,visual,congruent,slow,slow,1.0,0.924
s02,visual,congruent,fast,fast,1.0,0.979
s02,visual,control,fast,fast,1.0,0.981
s02,visual,control,fast,fast,1.0,0.79
s02,visual,control,fast,fast,1.0,0.826
s02,visual,incongruent,slow,slow,1.0,0.95
s02,visual,congruent,slow,slow,1.0,0.967
s02,visual,control,fast,fast,1.0,0.921
s02,visual,control,fast,fast,1.0,0.817
s02,visual,incongruent,slow,slow,1.0,0.914
s02,visual,incongruent,slow,slow,1.0,1.139
s02,visual,control,slow,slow,1.0,0.926
s02,visual,congruent,slow,slow,1.0,1.065
s02,visual,incongruent,slow,slow,1.0,0.954
s02,visual,incongruent,fast,fast,1.0,0.83
s02,visual,incongruent,fast,fast,1.0,1.062
s02,visual,incongruent,fast,fast,1.0,0.946
s02,visual,control,fast,fast,1.0,0.882
s02,visual,control,slow,slow,1.0,0.825
s02,visual,congruent,fast,fast,1.0,0.83
s02,visual,congruent,fast,fast,1.0,0.785
s02,visual,control,slow,fast,0.0,1.117
s02,visual,incongruent,fast,fast,1.0,0.989
s02,visual,incongruent,slow,slow,1.0,1.041
s02,visual,incongruent,fast,slow,0.0,0.905
s02,visual,congruent,fast,fast,1.0,0.854
s02,visual,congruent,slow,slow,1.0,0.861
s02,visual,incongruent,fast,fast,1.0,1.045
s02,visual,congruent,fast,fast,1.0,0.825
s02,visual,incongruent,fast,slow,0.0,0.894
s02,visual,congruent,fast,fast,1.0,0.827
s02,visual,incongruent,slow,slow,1.0,0.957
s02,visual,control,slow,fast,0.0,0.981
s02,visual,incongruent,fast,slow,0.0,0.914
s02,visual,incongruent,fast,fast,1.0,0.984
s02,visual,control,fast,fast,1.0,0.866
s02,visual,incongruent,slow,slow,1.0,1.057
s02,visual,control,slow,fast,0.0,0.97
s02,visual,control,fast,fast,1.0,0.853
s02,visual,control,fast,fast,1.0,0.889
s02,visual,control,fast,fast,1.0,0.781
s02,visual,congruent,slow,slow,1.0,0.753
s02,visual,control,fast,fast,1.0,0.744
s02,visual,congruent,fast,fast,1.0,1.072
s02,visual,incongruent,fast,fast,1.0,0.749
s02,visual,congruent,slow,slow,1.0,0.885
s02,visual,incongruent,slow,slow,1.0,1.132
s02,visual,control,fast,fast,1.0,0.962
s02,visual,congruent,fast,fast,1.0,1.269
s02,visual,control,slow,slow,1.0,1.065
s02,visual,incongruent,slow,slow,1.0,0.921
s02,visual,control,slow,slow,1.0,0.985
s02,visual,congruent,fast,fast,1.0,0.888
s02,visual,congruent,slow,slow,1.0,0.965
s02,visual,congruent,slow,slow,1.0,0.965
s02,visual,congruent,slow,slow,1.0,0.848
s02,visual,control,slow,slow,1.0,0.821
s02,visual,incongruent,slow,slow,1.0,0.964
s02,visual,congruent,slow,slow,1.0,0.828
s02,visual,incongruent,fast,fast,1.0,0.86
s02,visual,incongruent,fast,slow,0.0,0.833
s02,visual,congruent,fast,fast,1.0,0.884
s02,visual,incongruent,fast,fast,1.0,0.905
s02,visual,control,slow,slow,1.0,1.153
s02,visual,congruent,slow,fast,0.0,1.145
s02,visual,control,slow,slow,1.0,1.217
s02,visual,control,slow,slow,1.0,0.961
s02,visual,control,slow,slow,1.0,0.842
s02,visual,control,slow,slow,1.0,1.18
s02,visual,incongruent,slow,slow,1.0,1.014
s02,visual,incongruent,slow,slow,1.0,0.929
s02,visual,control,slow,slow,1.0,0.935
s02,visual,control,fast,fast,1.0,0.817
s02,visual,incongruent,slow,slow,1.0,0.896
s02,visual,congruent,fast,slow,0.0,0.979
s02,visual,incongruent,slow,slow,1.0,1.183
s02,visual,control,slow,fast,0.0,1.08
s02,visual,incongruent,slow,fast,0.0,1.392
s02,visual,congruent,slow,slow,1.0,1.128
s02,visual,incongruent,slow,slow,1.0,1.133
s02,visual,incongruent,fast,slow,0.0,0.819
s02,visual,control,slow,slow,1.0,1.06
s02,visual,control,slow,fast,0.0,1.009
s02,visual,congruent,slow,slow,1.0,1.003
s02,visual,control,fast,fast,1.0,0.797
s02,visual,incongruent,slow,slow,1.0,1.042
s02,visual,incongruent,slow,slow,1.0,1.013
s02,visual,congruent,fast,fast,1.0,0.789
s02,visual,congruent,fast,fast,1.0,0.808
s02,visual,incongruent,fast,slow,0.0,1.068
s02,visual,incongruent,slow,slow,1.0,0.981
s02,visual,control,fast,fast,1.0,1.191
s02,visual,control,fast,fast,1.0,0.884
s02,visual,incongruent,fast,slow,0.0,0.963
s02,visual,congruent,slow,slow,1.0,0.897
s02,visual,incongruent,slow,fast,0.0,1.18
s02,visual,control,slow,fast,0.0,0.939
s02,visual,incongruent,slow,slow,1.0,1.032
s02,visual,congruent,fast,fast,1.0,1.048
s02,visual,congruent,fast,fast,1.0,0.908
s02,visual,control,fast,fast,1.0,0.864
s02,visual,congruent,fast,fast,1.0,0.898
s02,visual,incongruent,slow,slow,1.0,1.16
s02,visual,control,slow,slow,1.0,0.944
s02,visual,control,fast,fast,1.0,0.896
s02,visual,congruent,fast,fast,1.0,1.06
s02,visual,congruent,slow,fast,0.0,1.18
s02,visual,control,fast,fast,1.0,0.877
s02,visual,congruent,slow,slow,1.0,0.768
s02,visual,control,slow,fast,0.0,0.871
s02,visual,control,slow,slow,1.0,0.998
s02,visual,control,fast,fast,1.0,0.89
s02,visual,incongruent,fast,slow,0.0,0.976
s02,visual,incongruent,fast,slow,0.0,0.944
s02,visual,control,fast,fast,1.0,0.816
s02,visual,congruent,fast,fast,1.0,0.924
s02,visual,congruent,fast,fast,1.0,0.936
s02,visual,congruent,slow,fast,0.0,0.808
s02,visual,control,fast,fast,1.0,0.807
s02,visual,control,fast,fast,1.0,0.884
s02,visual,congruent,slow,slow,1.0,0.8
s02,visual,control,slow,slow,1.0,0.886
s02,visual,incongruent,fast,fast,1.0,1.351
s02,visual,incongruent,slow,fast,0.0,1.423
s02,visual,congruent,fast,fast,1.0,1.0
s02,visual,congruent,slow,slow,1.0,0.959
s02,visual,control,fast,fast,1.0,1.127
s02,visual,incongruent,slow,fast,0.0,1.043
s02,visual,congruent,slow,slow,1.0,1.164
s02,visual,incongruent,slow,slow,1.0,1.143
s02,visual,congruent,slow,slow,1.0,0.899
s02,visual,congruent,fast,slow,0.0,1.108
s02,visual,incongruent,fast,slow,0.0,0.891
s02,visual,control,fast,fast,1.0,0.819
s02,visual,control,slow,slow,1.0,0.906
s02,visual,incongruent,slow,slow,1.0,0.978
s02,visual,incongruent,fast,fast,1.0,0.786
s02,visual,congruent,slow,slow,1.0,1.011
s02,visual,congruent,fast,fast,1.0,0.837
s02,visual,congruent,slow,slow,1.0,0.824
s02,visual,incongruent,fast,fast,1.0,0.762
s02,visual,congruent,fast,fast,1.0,0.791
s02,visual,control,fast,slow,0.0,1.096
s02,visual,congruent,fast,fast,1.0,0.916
s02,visual,incongruent,slow,slow,1.0,0.932
s02,visual,congruent,slow,slow,1.0,1.131
s02,visual,congruent,slow,slow,1.0,0.835
s02,visual,incongruent,fast,fast,1.0,0.875
s02,visual,control,fast,fast,1.0,0.805
s02,visual,congruent,fast,fast,1.0,0.833
s02,visual,congruent,fast,fast,1.0,0.783
s02,visual,congruent,slow,slow,1.0,0.883
s02,visual,congruent,fast,fast,1.0,1.007
s02,visual,control,fast,fast,1.0,0.775
s02,visual,congruent,slow,slow,1.0,0.867
s02,visual,control,slow,slow,1.0,1.205
s02,visual,incongruent,slow,slow,1.0,1.002
s02,visual,incongruent,slow,fast,0.0,1.034
s02,visual,congruent,fast,fast,1.0,0.87
s02,visual,control,slow,slow,1.0,0.89
s02,visual,congruent,slow,slow,1.0,0.824
s02,visual,control,slow,slow,1.0,0.929
s02,visual,incongruent,fast,fast,1.0,0.933
s02,visual,incongruent,fast,fast,1.0,0.853
s02,visual,incongruent,slow,fast,0.0,0.957
s02,visual,congruent,slow,slow,1.0,0.766
s02,visual,incongruent,fast,fast,1.0,1.106
s02,visual,congruent,slow,slow,1.0,0.793
s02,visual,congruent,slow,slow,1.0,0.757
s02,visual,control,slow,fast,0.0,0.774
s02,visual,congruent,slow,slow,1.0,1.11
s02,visual,control,fast,fast,1.0,0.789
s02,visual,incongruent,slow,slow,1.0,1.021
s02,visual,control,slow,slow,1.0,1.057
s02,visual,incongruent,fast,slow,0.0,0.797
s02,visual,incongruent,slow,slow,1.0,1.036
s02,visual,incongruent,fast,fast,1.0,0.865
s02,visual,congruent,slow,fast,0.0,0.99
s02,visual,congruent,slow,slow,1.0,1.013
s02,visual,congruent,fast,fast,1.0,0.785
s02,visual,control,slow,slow,1.0,1.093
s02,visual,congruent,fast,fast,1.0,0.804
s02,visual,incongruent,fast,fast,1.0,0.965
s02,visual,control,slow,slow,1.0,1.161
s02,visual,control,slow,slow,1.0,0.832
s02,visual,incongruent,slow,slow,1.0,1.104
s02,visual,congruent,fast,fast,1.0,1.029
s02,visual,incongruent,fast,fast,1.0,0.881
s02,visual,control,fast,fast,1.0,0.869
s02,visual,control,slow,slow,1.0,1.025
s02,visual,congruent,slow,slow,1.0,0.952
s02,visual,control,fast,slow,0.0,0.957
s02,visual,incongruent,slow,slow,1.0,0.886
s02,visual,congruent,fast,slow,0.0,0.868
s02,visual,incongruent,slow,slow,1.0,1.04
s02,visual,congruent,fast,fast,1.0,0.875
s02,visual,incongruent,slow,slow,1.0,1.108
s02,visual,incongruent,fast,fast,1.0,0.972
s02,visual,control,slow,slow,1.0,1.017
s02,visual,congruent,fast,slow,0.0,1.153
s02,visual,control,slow,slow,1.0,1.034
s02,visual,incongruent,slow,slow,1.0,0.876
s02,visual,incongruent,fast,fast,1.0,0.98
s02,visual,incongruent,slow,slow,1.0,0.919
s02,visual,incongruent,fast,fast,1.0,1.043
s02,visual,congruent,slow,slow,1.0,0.988
s02,visual,incongruent,slow,slow,1.0,0.949
s02,visual,control,fast,fast,1.0,0.686
s02,visual,incongruent,fast,fast,1.0,0.965
s02,visual,control,slow,slow,1.0,1.088
s02,visual,congruent,slow,fast,0.0,1.015
s02,visual,congruent,slow,slow,1.0,0.8
s02,visual,incongruent,slow,slow,1.0,0.76
s02,visual,incongruent,fast,slow,0.0,0.847
s02,visual,congruent,fast,fast,1.0,1.048
s02,visual,congruent,fast,fast,1.0,0.891
s02,visual,congruent,slow,slow,1.0,1.032
s02,visual,congruent,slow,slow,1.0,0.809
s02,visual,control,fast,fast,1.0,0.78
s02,visual,congruent,slow,slow,1.0,0.866
s02,visual,incongruent,fast,fast,1.0,1.159
s02,visual,control,fast,fast,1.0,0.844
s02,visual,control,fast,fast,1.0,0.968
s02,visual,control,slow,slow,1.0,0.965
s02,visual,congruent,fast,fast,1.0,0.783
s02,visual,control,slow,slow,1.0,0.875
s02,visual,incongruent,fast,fast,1.0,1.136
s02,visual,incongruent,slow,slow,1.0,0.972
s02,visual,congruent,fast,slow,0.0,0.953
s02,visual,congruent,slow,slow,1.0,0.848
s02,visual,control,fast,fast,1.0,0.847
s02,visual,congruent,slow,fast,0.0,1.011
s02,visual,control,slow,slow,1.0,1.004
s02,visual,congruent,slow,fast,0.0,0.856
s02,visual,congruent,slow,slow,1.0,0.808
s02,visual,congruent,fast,slow,0.0,0.993
s02,visual,congruent,slow,slow,1.0,0.861
s02,visual,control,fast,fast,1.0,0.775
s02,visual,congruent,slow,slow,1.0,0.864
s02,visual,control,slow,slow,1.0,0.884
s02,visual,incongruent,fast,slow,0.0,0.852
s02,visual,control,fast,fast,1.0,0.827
s02,visual,control,slow,slow,1.0,0.85
s02,visual,congruent,slow,slow,1.0,0.851
s02,visual,incongruent,slow,slow,1.0,1.004
s02,visual,control,fast,fast,1.0,0.796
s02,visual,control,fast,fast,1.0,0.904
s02,visual,congruent,fast,fast,1.0,1.091
s02,visual,incongruent,fast,fast,1.0,0.88
s02,visual,incongruent,fast,fast,1.0,1.063
s02,visual,control,fast,fast,1.0,0.947
s02,visual,control,fast,fast,1.0,1.047
s02,visual,congruent,fast,fast,1.0,0.875
s02,visual,incongruent,fast,fast,1.0,1.233
s02,visual,incongruent,fast,fast,1.0,1.003
s02,visual,control,fast,slow,0.0,1.067
s02,visual,congruent,slow,slow,1.0,0.935
s02,visual,incongruent,slow,slow,1.0,0.849
s02,visual,incongruent,fast,fast,1.0,0.866
s02,visual,incongruent,slow,fast,0.0,1.084
s02,visual,incongruent,slow,slow,1.0,0.947
s02,visual,control,fast,fast,1.0,0.835
s02,visual,control,slow,slow,1.0,1.146
s02,visual,control,fast,fast,1.0,0.876
s02,visual,incongruent,slow,slow,1.0,1.171
s02,visual,congruent,fast,fast,1.0,1.15
s02,visual,control,slow,fast,0.0,1.023
s02,visual,control,slow,slow,1.0,1.252
s02,visual,congruent,slow,slow,1.0,0.892
s02,visual,incongruent,slow,slow,1.0,0.872
s02,visual,incongruent,fast,fast,1.0,0.83
s02,visual,congruent,fast,fast,1.0,0.9
s02,visual,congruent,slow,slow,1.0,0.814
s02,visual,incongruent,fast,fast,1.0,1.024
s02,visual,congruent,slow,slow,1.0,0.954
s02,visual,congruent,slow,slow,1.0,0.963
s02,visual,congruent,fast,fast,1.0,0.951
s02,visual,congruent,fast,fast,1.0,0.867
s02,visual,control,slow,fast,0.0,1.13
s02,visual,control,fast,fast,1.0,1.082
s02,visual,control,fast,fast,1.0,0.874
s02,visual,control,slow,slow,1.0,0.798
s02,visual,incongruent,slow,slow,1.0,1.031
s02,visual,incongruent,slow,slow,1.0,0.983
s02,visual,control,slow,slow,1.0,0.755
s02,visual,congruent,fast,slow,0.0,0.84
s02,visual,incongruent,fast,fast,1.0,0.835
s02,visual,control,slow,slow,1.0,0.914
s02,visual,incongruent,slow,fast,0.0,1.023
s02,visual,incongruent,fast,fast,1.0,1.001
s02,visual,control,fast,fast,1.0,0.846
s02,visual,incongruent,fast,slow,0.0,0.93
s02,visual,control,fast,fast,1.0,0.796
s02,visual,incongruent,fast,fast,1.0,0.827
s02,visual,control,slow,fast,0.0,0.879
s02,visual,congruent,slow,slow,1.0,0.786
s02,visual,incongruent,fast,fast,1.0,0.778
s02,visual,congruent,slow,slow,1.0,0.807
s02,visual,control,slow,fast,0.0,0.747
s02,visual,congruent,fast,fast,1.0,0.939
s02,visual,control,slow,slow,1.0,0.838
s02,visual,control,fast,fast,1.0,0.798
s03,visual,incongruent,fast,slow,0.0,0.978
s03,visual,congruent,slow,slow,1.0,0.87
s03,visual,control,slow,fast,0.0,0.738
s03,visual,control,fast,slow,0.0,1.059
s03,visual,incongruent,slow,fast,0.0,0.747
s03,visual,congruent,fast,fast,1.0,0.886
s03,visual,control,slow,slow,1.0,0.903
s03,visual,control,slow,fast,0.0,0.717
s03,visual,congruent,slow,slow,1.0,0.842
s03,visual,congruent,slow,fast,0.0,0.707
s03,visual,incongruent,fast,fast,1.0,0.849
s03,visual,incongruent,fast,fast,1.0,0.632
s03,visual,control,fast,slow,0.0,0.787
s03,visual,control,fast,slow,0.0,0.738
s03,visual,incongruent,fast,fast,1.0,0.671
s03,visual,incongruent,slow,fast,0.0,0.842
s03,visual,control,slow,slow,1.0,0.638
s03,visual,incongruent,fast,fast,1.0,0.782
s03,visual,congruent,slow,fast,0.0,0.806
s03,visual,control,fast,fast,1.0,0.841
s03,visual,incongruent,slow,fast,0.0,0.749
s03,visual,control,fast,slow,0.0,0.685
s03,visual,congruent,slow,fast,0.0,0.662
s03,visual,congruent,slow,fast,0.0,0.699
s03,visual,control,fast,fast,1.0,0.601
s03,visual,incongruent,slow,fast,0.0,0.816
s03,visual,congruent,fast,fast,1.0,0.977
s03,visual,congruent,fast,slow,0.0,0.761
s03,visual,incongruent,fast,fast,1.0,0.595
s03,visual,control,fast,fast,1.0,0.722
s03,visual,control,slow,slow,1.0,0.869
s03,visual,incongruent,fast,slow,0.0,0.709
s03,visual,control,fast,fast,1.0,0.674
s03,visual,congruent,fast,fast,1.0,0.757
s03,visual,congruent,fast,fast,1.0,0.833
s03,visual,congruent,slow,fast,0.0,0.77
s03,visual,congruent,fast,slow,0.0,0.769
s03,visual,control,fast,fast,1.0,0.733
s03,visual,incongruent,slow,slow,1.0,0.841
s03,visual,control,fast,slow,0.0,0.898
s03,visual,congruent,slow,fast,0.0,0.762
s03,visual,incongruent,fast,slow,0.0,0.601
s03,visual,incongruent,fast,fast,1.0,0.67
s03,visual,congruent,fast,fast,1.0,0.686
s03,visual,control,fast,fast,1.0,0.716
s03,visual,control,slow,slow,1.0,0.945
s03,visual,incongruent,slow,slow,1.0,1.037
s03,visual,congruent,slow,fast,0.0,1.021
s03,visual,congruent,slow,slow,1.0,0.8
s03,visual,control,fast,fast,1.0,1.015
s03,visual,control,slow,slow,1.0,0.973
s03,visual,congruent,fast,slow,0.0,1.013
s03,visual,control,fast,slow,0.0,0.922
s03,visual,congruent,fast,slow,0.0,0.965
s03,visual,congruent,slow,slow,1.0,0.949
s03,visual,control,slow,slow,1.0,0.828
s03,visual,congruent,fast,slow,0.0,1.0
s03,visual,control,fast,slow,0.0,1.065
s03,visual,congruent,slow,slow,1.0,0.956
s03,visual,incongruent,slow,fast,0.0,1.229
s03,visual,control,slow,slow,1.0,1.0
s03,visual,incongruent,fast,slow,0.0,1.177
s03,visual,control,fast,slow,0.0,0.764
s03,visual,congruent,fast,fast,1.0,0.573
s03,visual,incongruent,fast,slow,0.0,0.853
s03,visual,incongruent,fast,fast,1.0,0.84
s03,visual,incongruent,slow,fast,0.0,0.788
