subj_idx,task,condition,stimulus,subject_answered,response,rt
s05,audio,control,slow,fast,0.0,0.989
s05,audio,control,slow,slow,1.0,1.114
s05,audio,control,fast,slow,0.0,1.358
s05,audio,incongruent,fast,slow,0.0,1.446
s05,audio,control,slow,fast,0.0,1.233
s05,audio,incongruent,slow,slow,1.0,1.31
s05,audio,congruent,slow,slow,1.0,1.558
s05,audio,congruent,fast,fast,1.0,1.066
s05,audio,incongruent,fast,fast,1.0,1.051
s05,audio,control,slow,fast,0.0,1.007
s05,audio,control,slow,slow,1.0,1.209
s05,audio,control,slow,slow,1.0,1.15
s05,audio,congruent,slow,fast,0.0,1.231
s05,audio,congruent,slow,slow,1.0,1.537
s05,audio,incongruent,slow,fast,0.0,1.032
s05,audio,incongruent,slow,fast,0.0,1.499
s05,audio,incongruent,slow,slow,1.0,1.17
s05,audio,control,slow,slow,1.0,1.325
s05,audio,congruent,fast,fast,1.0,1.25
s05,audio,congruent,slow,slow,1.0,1.118
s05,audio,incongruent,slow,fast,0.0,1.21
s05,audio,incongruent,slow,fast,0.0,1.796
s05,audio,congruent,fast,slow,0.0,1.503
s05,audio,control,slow,fast,0.0,0.984
s05,audio,incongruent,slow,slow,1.0,1.359
s05,audio,incongruent,slow,fast,0.0,1.227
s05,audio,control,slow,fast,0.0,1.128
s05,audio,congruent,fast,fast,1.0,1.315
s05,audio,congruent,slow,fast,0.0,1.121
s05,audio,control,slow,slow,1.0,1.776
s05,audio,control,fast,fast,1.0,1.036
s05,audio,control,slow,slow,1.0,1.245
s05,audio,control,fast,fast,1.0,0.996
s05,audio,incongruent,slow,slow,1.0,1.027
s05,audio,congruent,slow,slow,1.0,1.148
s05,audio,congruent,slow,slow,1.0,1.153
s05,audio,incongruent,slow,slow,1.0,1.253
s05,audio,congruent,fast,fast,1.0,1.048
s05,audio,incongruent,fast,slow,0.0,0.932
s05,audio,incongruent,fast,fast,1.0,1.135
s05,audio,control,slow,slow,1.0,1.496
s05,audio,control,slow,slow,1.0,1.095
s05,audio,congruent,fast,fast,1.0,1.344
s05,audio,congruent,fast,fast,1.0,1.18
s05,audio,control,slow,fast,0.0,1.216
s05,audio,incongruent,fast,fast,1.0,1.153
s05,audio,congruent,fast,slow,0.0,1.426
s05,audio,congruent,slow,slow,1.0,1.81
s05,audio,incongruent,slow,slow,1.0,1.512
s05,audio,control,slow,fast,0.0,1.48
s05,audio,control,fast,fast,1.0,1.296
s05,audio,congruent,fast,slow,0.0,1.179
s05,audio,control,slow,slow,1.0,1.875
s05,audio,congruent,slow,slow,1.0,1.275
s05,audio,incongruent,fast,fast,1.0,1.016
s05,audio,control,slow,slow,1.0,1.228
s05,audio,incongruent,fast,fast,1.0,1.959
s05,audio,incongruent,fast,slow,0.0,1.164
s05,audio,incongruent,fast,fast,1.0,1.479
s05,audio,incongruent,slow,slow,1.0,1.255
s05,audio,control,fast,fast,1.0,1.207
s05,audio,control,slow,fast,0.0,1.335
s05,audio,incongruent,slow,slow,1.0,1.183
s05,audio,control,fast,fast,1.0,1.211
s05,audio,incongruent,slow,slow,1.0,1.364
s05,audio,incongruent,fast,fast,1.0,1.627
s05,audio,incongruent,slow,slow,1.0,1.572
s05,audio,congruent,slow,fast,0.0,1.4
s05,audio,congruent,fast,slow,0.0,1.155
s05,audio,incongruent,fast,fast,1.0,1.583
s05,audio,control,fast,slow,0.0,1.343
s05,audio,control,slow,slow,1.0,1.783
s05,audio,incongruent,fast,fast,1.0,1.295
s05,audio,congruent,slow,fast,0.0,1.438
s05,audio,congruent,slow,fast,0.0,1.207
s05,audio,congruent,slow,slow,1.0,1.238
s05,audio,incongruent,slow,slow,1.0,1.211
s05,audio,incongruent,fast,fast,1.0,1.251
s05,audio,control,fast,slow,0.0,1.355
s05,audio,congruent,fast,fast,1.0,1.106
s05,audio,congruent,slow,slow,1.0,1.272
s05,audio,congruent,slow,slow,1.0,1.303
s05,audio,control,fast,fast,1.0,1.029
s05,audio,congruent,fast,slow,0.0,1.098
s05,audio,incongruent,slow,slow,1.0,1.399
s05,audio,control,slow,slow,1.0,2.165
s05,audio,congruent,fast,fast,1.0,0.923
s05,audio,congruent,fast,fast,1.0,1.27
s05,audio,incongruent,slow,slow,1.0,1.339
s05,audio,incongruent,fast,slow,0.0,1.698
s05,audio,control,fast,fast,1.0,1.965
s05,audio,control,fast,fast,1.0,1.498
s05,audio,control,slow,slow,1.0,1.793
s05,audio,congruent,fast,fast,1.0,1.046
s05,audio,congruent,fast,slow,0.0,1.502
s05,audio,control,slow,slow,1.0,1.406
s05,audio,incongruent,slow,fast,0.0,0.95
s05,audio,control,slow,slow,1.0,1.591
s05,audio,congruent,fast,fast,1.0,1.087
s05,audio,control,fast,fast,1.0,2.082
s05,audio,incongruent,fast,fast,1.0,1.806
s05,audio,congruent,fast,slow,0.0,1.526
s05,audio,control,fast,fast,1.0,1.282
s05,audio,incongruent,slow,slow,1.0,1.367
s05,audio,congruent,fast,slow,0.0,1.147
s05,audio,congruent,slow,slow,1.0,1.215
s05,audio,congruent,fast,fast,1.0,1.042
s05,audio,control,slow,slow,1.0,2.126
s05,audio,congruent,fast,fast,1.0,1.034
s05,audio,congruent,fast,fast,1.0,1.474
s05,audio,control,fast,slow,0.0,1.553
s05,audio,congruent,slow,slow,1.0,1.795
s05,audio,incongruent,fast,fast,1.0,0.951
s05,audio,control,slow,slow,1.0,1.166
s05,audio,incongruent,slow,slow,1.0,1.166
s05,audio,congruent,slow,slow,1.0,1.098
s05,audio,incongruent,fast,slow,0.0,0.951
s05,audio,control,fast,fast,1.0,1.842
s05,audio,congruent,slow,slow,1.0,0.906
s05,audio,incongruent,slow,fast,0.0,1.525
s05,audio,control,fast,slow,0.0,1.678
s05,audio,congruent,slow,fast,0.0,1.27
s05,audio,incongruent,fast,fast,1.0,1.274
s05,audio,incongruent,fast,slow,0.0,1.281
s05,audio,control,fast,fast,1.0,0.97
s05,audio,congruent,slow,slow,1.0,1.558
s05,audio,control,slow,slow,1.0,1.522
s05,audio,control,slow,slow,1.0,1.653
s05,audio,control,fast,slow,0.0,1.605
s05,audio,incongruent,slow,slow,1.0,1.633
s05,audio,incongruent,fast,slow,0.0,1.29
s05,audio,incongruent,slow,slow,1.0,1.85
s05,audio,incongruent,fast,fast,1.0,1.506
s05,audio,incongruent,slow,slow,1.0,1.054
s05,audio,incongruent,fast,slow,0.0,1.289
s05,audio,congruent,slow,slow,1.0,1.309
s05,audio,control,fast,slow,0.0,1.511
s05,audio,incongruent,slow,fast,0.0,1.145
s05,audio,congruent,fast,fast,1.0,1.39
s05,audio,incongruent,fast,fast,1.0,1.168
s05,audio,congruent,fast,fast,1.0,1.27
s05,audio,congruent,fast,fast,1.0,1.05
s05,audio,congruent,slow,fast,0.0,1.058
s05,audio,control,fast,fast,1.0,1.825
s05,audio,congruent,fast,slow,0.0,1.329
s05,audio,control,fast,fast,1.0,1.261
s05,audio,control,slow,slow,1.0,1.901
s05,audio,incongruent,fast,fast,1.0,1.138
s05,audio,congruent,fast,slow,0.0,1.03
s05,audio,control,fast,fast,1.0,1.105
s05,audio,control,fast,fast,1.0,1.241
s05,audio,incongruent,slow,slow,1.0,1.102
s05,audio,control,fast,slow,0.0,1.277
s05,audio,congruent,slow,fast,0.0,1.296
s05,audio,incongruent,slow,slow,1.0,1.54
s05,audio,congruent,fast,fast,1.0,0.937
s05,audio,congruent,slow,slow,1.0,1.58
s05,audio,incongruent,fast,fast,1.0,1.089
s05,audio,control,slow,slow,1.0,1.776
s05,audio,incongruent,slow,fast,0.0,1.342
s05,audio,control,slow,slow,1.0,1.769
s05,audio,incongruent,fast,fast,1.0,0.817
s05,audio,congruent,fast,fast,1.0,1.56
s05,audio,control,fast,fast,1.0,1.59
s05,audio,incongruent,slow,slow,1.0,1.797
s05,audio,congruent,slow,slow,1.0,1.136
s05,audio,congruent,slow,slow,1.0,0.965
s05,audio,congruent,fast,slow,0.0,1.251
s05,audio,control,fast,fast,1.0,0.949
s05,audio,control,slow,fast,0.0,1.052
s05,audio,congruent,fast,slow,0.0,1.34
s05,audio,incongruent,slow,slow,1.0,1.453
s05,audio,congruent,slow,slow,1.0,1.241
s05,audio,incongruent,slow,fast,0.0,0.87
s05,audio,control,fast,fast,1.0,0.929
s05,audio,congruent,fast,slow,0.0,1.192
s05,audio,congruent,slow,fast,0.0,1.203
s05,audio,incongruent,slow,slow,1.0,1.629
s05,audio,congruent,fast,fast,1.0,0.956
s05,audio,control,slow,slow,1.0,1.14
s05,audio,incongruent,fast,slow,0.0,1.405
s05,audio,control,slow,slow,1.0,1.884
s05,audio,control,fast,fast,1.0,1.06
s05,audio,incongruent,slow,slow,1.0,1.025
s05,audio,congruent,fast,fast,1.0,1.509
s05,audio,incongruent,slow,slow,1.0,1.549
s05,audio,incongruent,slow,slow,1.0,1.465
s05,audio,congruent,fast,fast,1.0,1.294
s05,audio,congruent,slow,slow,1.0,1.337
s05,audio,control,fast,slow,0.0,1.496
s05,audio,control,fast,slow,0.0,1.828
s05,audio,incongruent,fast,slow,0.0,1.308
s05,audio,congruent,slow,slow,1.0,1.253
s05,audio,control,fast,fast,1.0,1.408
s05,audio,congruent,slow,slow,1.0,1.445
s05,audio,control,fast,fast,1.0,1.001
s05,audio,incongruent,fast,fast,1.0,1.684
s05,audio,control,fast,fast,1.0,1.44
s05,audio,incongruent,fast,slow,0.0,1.421
s05,audio,incongruent,slow,slow,1.0,1.166
s05,audio,congruent,fast,fast,1.0,0.994
s05,audio,incongruent,fast,slow,0.0,1.486
s05,audio,incongruent,fast,fast,1.0,0.984
s05,audio,congruent,slow,slow,1.0,1.104
s05,audio,control,fast,fast,1.0,1.72
s05,audio,incongruent,fast,slow,0.0,1.533
s05,audio,incongruent,fast,fast,1.0,1.451
s05,audio,control,fast,fast,1.0,1.575
s05,audio,congruent,fast,fast,1.0,1.421
s05,audio,control,slow,slow,1.0,1.524
s05,audio,congruent,slow,slow,1.0,2.08
s05,audio,incongruent,fast,fast,1.0,1.242
s05,audio,control,fast,fast,1.0,2.141
s05,audio,congruent,slow,slow,1.0,1.616
s05,audio,control,slow,fast,0.0,1.548
s05,audio,incongruent,fast,slow,0.0,1.584
s05,audio,incongruent,slow,slow,1.0,1.427
s05,audio,control,fast,fast,1.0,1.585
s05,audio,incongruent,slow,slow,1.0,1.459
s05,audio,control,fast,fast,1.0,1.847
s05,audio,incongruent,fast,slow,0.0,1.168
s05,audio,incongruent,slow,slow,1.0,1.155
s05,audio,incongruent,fast,slow,0.0,1.895
s05,audio,congruent,fast,slow,0.0,1.14
s05,audio,control,slow,fast,0.0,2.005
s05,audio,congruent,fast,fast,1.0,1.794
s05,audio,control,slow,slow,1.0,1.36
s05,audio,control,fast,slow,0.0,1.56
s05,audio,congruent,slow,slow,1.0,1.172
s05,audio,congruent,fast,fast,1.0,1.064
s05,audio,incongruent,fast,fast,1.0,1.548
s05,audio,incongruent,slow,fast,0.0,1.539
s05,audio,incongruent,fast,fast,1.0,1.572
s05,audio,congruent,slow,slow,1.0,1.906
s05,audio,congruent,fast,fast,1.0,1.008
s05,audio,congruent,fast,slow,0.0,1.915
s05,audio,incongruent,fast,fast,1.0,1.76
s05,audio,control,fast,fast,1.0,1.848
s05,audio,control,fast,fast,1.0,1.715
s05,audio,control,fast,fast,1.0,2.136
s05,audio,congruent,fast,fast,1.0,1.44
s05,audio,congruent,slow,fast,0.0,1.343
s05,audio,incongruent,fast,fast,1.0,1.756
s05,audio,incongruent,fast,fast,1.0,1.295
s05,audio,control,fast,fast,1.0,1.803
s05,audio,incongruent,slow,fast,0.0,1.111
s05,audio,control,fast,fast,1.0,1.444
s05,audio,congruent,slow,fast,0.0,1.636
s05,audio,incongruent,slow,fast,0.0,1.08
s05,audio,congruent,fast,slow,0.0,1.711
s05,audio,control,fast,fast,1.0,1.068
s05,audio,incongruent,slow,slow,1.0,1.918
s05,audio,incongruent,fast,slow,0.0,1.144
s05,audio,control,slow,fast,0.0,1.915
s05,audio,incongruent,fast,fast,1.0,1.151
s05,audio,congruent,slow,slow,1.0,1.24
s05,audio,incongruent,fast,fast,1.0,1.548
s05,audio,incongruent,slow,slow,1.0,1.911
s05,audio,control,slow,fast,0.0,0.875
s05,audio,congruent,fast,slow,0.0,1.48
s05,audio,incongruent,slow,slow,1.0,1.752
s05,audio,control,fast,slow,0.0,1.296
s05,audio,congruent,fast,fast,1.0,1.331
s05,audio,control,fast,fast,1.0,1.555
s05,audio,congruent,slow,slow,1.0,1.064
s05,audio,control,slow,slow,1.0,1.484
s05,audio,incongruent,fast,fast,1.0,1.344
s05,audio,incongruent,slow,slow,1.0,1.076
s05,audio,congruent,fast,slow,0.0,1.26
s05,audio,control,fast,fast,1.0,1.839
s05,audio,congruent,slow,slow,1.0,1.146
s05,audio,congruent,fast,fast,1.0,1.39
s05,audio,incongruent,slow,slow,1.0,1.323
s05,audio,incongruent,fast,slow,0.0,1.511
s05,audio,incongruent,slow,fast,0.0,1.061
s05,audio,incongruent,slow,slow,1.0,1.343
s05,audio,incongruent,fast,slow,0.0,1.419
s05,audio,control,slow,slow,1.0,1.602
s05,audio,control,slow,slow,1.0,1.482
s05,audio,incongruent,fast,slow,0.0,1.12
s05,audio,control,fast,slow,0.0,1.347
s05,audio,control,fast,fast,1.0,1.615
s05,audio,congruent,slow,slow,1.0,0.95
s05,audio,incongruent,slow,slow,1.0,1.522
s05,audio,control,fast,fast,1.0,1.321
s05,audio,control,slow,fast,0.0,1.634
s05,audio,congruent,fast,slow,0.0,1.256
s05,audio,incongruent,fast,fast,1.0,1.382
s05,audio,control,slow,fast,0.0,1.686
s05,audio,congruent,fast,slow,0.0,1.954
s05,audio,congruent,fast,fast,1.0,1.064
s05,audio,congruent,fast,slow,0.0,1.602
s05,audio,control,slow,slow,1.0,1.526
s05,audio,control,slow,slow,1.0,1.47
s05,audio,congruent,slow,fast,0.0,1.398
s05,audio,congruent,slow,slow,1.0,1.599
s05,audio,incongruent,slow,fast,0.0,1.435
s05,audio,control,slow,fast,0.0,1.394
s05,audio,incongruent,slow,fast,0.0,1.842
s05,audio,control,fast,fast,1.0,1.394
s05,audio,incongruent,fast,slow,0.0,1.159
s05,audio,congruent,slow,slow,1.0,1.644
s05,audio,congruent,slow,slow,1.0,1.425
s05,audio,control,fast,fast,1.0,0.824
s05,audio,control,slow,slow,1.0,0.898
s05,audio,control,slow,slow,1.0,1.18
s05,audio,incongruent,fast,fast,1.0,1.936
s05,audio,congruent,slow,slow,1.0,1.392
s05,audio,control,fast,fast,1.0,1.504
s05,audio,control,slow,slow,1.0,1.067
s05,audio,incongruent,fast,fast,1.0,1.523
s05,audio,incongruent,fast,slow,0.0,1.179
s05,audio,control,slow,slow,1.0,1.168
s05,audio,congruent,slow,slow,1.0,1.283
s05,audio,incongruent,slow,slow,1.0,1.436
s05,audio,incongruent,fast,fast,1.0,0.989
s05,audio,incongruent,slow,slow,1.0,1.083
s05,audio,incongruent,fast,slow,0.0,1.055
s05,audio,control,slow,slow,1.0,1.12
s05,audio,control,slow,slow,1.0,1.256
s05,audio,congruent,slow,fast,0.0,1.684
s05,audio,congruent,fast,fast,1.0,0.923
s05,audio,control,fast,fast,1.0,1.219
s05,audio,incongruent,fast,fast,1.0,1.392
s05,audio,incongruent,slow,slow,1.0,1.164
s05,audio,incongruent,fast,fast,1.0,0.876
s05,audio,congruent,slow,slow,1.0,1.068
s05,audio,congruent,slow,slow,1.0,1.097
s05,audio,incongruent,fast,fast,1.0,1.099
s05,audio,congruent,slow,slow,1.0,1.025
s05,audio,incongruent,slow,slow,1.0,1.651
s05,audio,congruent,slow,slow,1.0,1.215
s05,audio,incongruent,slow,slow,1.0,1.299
s05,audio,control,fast,fast,1.0,0.976
s05,audio,incongruent,slow,slow,1.0,1.595
s05,audio,incongruent,fast,fast,1.0,1.137
s05,audio,control,slow,slow,1.0,1.215
s05,audio,incongruent,slow,fast,0.0,1.388
s05,audio,control,fast,fast,1.0,0.967
s05,audio,control,fast,fast,1.0,1.555
s05,audio,control,slow,slow,1.0,1.383
s05,audio,control,fast,fast,1.0,1.232
s05,audio,congruent,fast,fast,1.0,1.355
s05,audio,control,slow,slow,1.0,1.179
s05,audio,congruent,slow,slow,1.0,1.137
s05,audio,incongruent,slow,slow,1.0,1.674
s05,audio,congruent,slow,slow,1.0,1.435
s05,audio,incongruent,fast,fast,1.0,1.263
s05,audio,control,slow,slow,1.0,1.744
s05,audio,congruent,fast,fast,1.0,1.108
s05,audio,control,slow,slow,1.0,1.645
s05,audio,incongruent,slow,slow,1.0,1.451
s05,audio,control,slow,slow,1.0,1.267
s05,audio,congruent,fast,fast,1.0,1.575
s05,audio,congruent,fast,fast,1.0,1.131
s05,audio,congruent,slow,slow,1.0,1.225
s05,audio,congruent,fast,fast,1.0,1.019
s05,audio,control,slow,slow,1.0,1.082
s05,audio,incongruent,slow,slow,1.0,1.083
s05,audio,congruent,fast,fast,1.0,0.861
s05,audio,incongruent,fast,slow,0.0,1.466
s05,audio,incongruent,slow,slow,1.0,1.127
s05,audio,congruent,fast,fast,1.0,0.919
s05,audio,incongruent,slow,slow,1.0,0.85
s05,audio,control,fast,fast,1.0,1.215
s05,audio,congruent,fast,slow,0.0,1.123
s05,audio,control,fast,fast,1.0,1.226
s05,audio,control,fast,fast,1.0,1.211
s05,audio,control,fast,fast,1.0,1.598
s05,audio,control,fast,slow,0.0,1.59
s05,audio,incongruent,slow,fast,0.0,1.367
s05,audio,incongruent,fast,fast,1.0,1.075
s05,audio,control,fast,fast,1.0,1.227
s05,audio,control,slow,slow,1.0,1.172
s05,audio,incongruent,fast,fast,1.0,1.295
s05,audio,congruent,fast,fast,1.0,1.73
s05,audio,incongruent,fast,slow,0.0,1.847
s05,audio,control,fast,slow,0.0,1.727
s05,audio,incongruent,fast,fast,1.0,1.334
s05,audio,congruent,slow,slow,1.0,1.234
s05,audio,incongruent,fast,slow,0.0,1.615
s05,audio,incongruent,fast,slow,0.0,1.546
s05,audio,control,slow,slow,1.0,1.198
s05,audio,control,slow,slow,1.0,1.202
s05,audio,congruent,slow,slow,1.0,1.33
s05,audio,control,fast,fast,1.0,0.918
s05,audio,incongruent,slow,slow,1.0,1.527
s05,audio,incongruent,fast,fast,1.0,1.142
s05,audio,congruent,fast,fast,1.0,1.66
s05,audio,congruent,slow,slow,1.0,1.487
s05,audio,incongruent,slow,slow,1.0,1.191
s05,audio,incongruent,slow,slow,1.0,1.685
s05,audio,control,fast,fast,1.0,1.162
s05,audio,congruent,slow,slow,1.0,1.254
s05,audio,incongruent,fast,fast,1.0,1.217
s05,audio,control,slow,slow,1.0,1.183
s05,audio,incongruent,fast,fast,1.0,1.378
s05,audio,congruent,slow,slow,1.0,1.719
s05,audio,congruent,slow,fast,0.0,1.19
s05,audio,control,fast,fast,1.0,1.083
s05,audio,congruent,fast,slow,0.0,1.578
s05,audio,incongruent,fast,slow,0.0,1.53
s05,audio,control,fast,fast,1.0,1.349
s05,audio,congruent,fast,fast,1.0,1.326
s05,audio,control,fast,fast,1.0,1.419
s05,audio,congruent,fast,slow,0.0,1.494
s05,audio,control,fast,fast,1.0,1.442
s05,audio,control,slow,fast,0.0,1.658
s05,audio,control,slow,slow,1.0,1.73
s05,audio,incongruent,fast,fast,1.0,1.964
s05,audio,incongruent,slow,fast,0.0,1.466
s05,audio,control,fast,fast,1.0,1.294
s05,audio,congruent,slow,slow,1.0,0.988
s05,audio,congruent,fast,fast,1.0,1.25
s05,audio,control,slow,slow,1.0,1.398
s05,audio,congruent,slow,slow,1.0,1.238
s05,audio,control,slow,slow,1.0,1.743
s05,audio,incongruent,fast,fast,1.0,1.545
s05,audio,incongruent,fast,fast,1.0,1.437
s05,audio,congruent,fast,fast,1.0,1.353
s05,audio,congruent,slow,slow,1.0,0.929
s05,audio,control,slow,slow,1.0,1.394
s05,audio,incongruent,fast,fast,1.0,1.259
s05,audio,congruent,slow,fast,0.0,1.581
s05,audio,incongruent,slow,slow,1.0,1.117
s05,audio,congruent,fast,fast,1.0,0.929
s05,audio,congruent,fast,fast,1.0,0.973
s05,audio,incongruent,slow,fast,0.0,1.049
s05,audio,control,slow,slow,1.0,1.445
s05,audio,control,fast,slow,0.0,1.398
s05,audio,incongruent,slow,slow,1.0,1.418
s05,audio,incongruent,slow,slow,1.0,1.266
s05,audio,congruent,slow,slow,1.0,1.121
s05,audio,congruent,slow,slow,1.0,0.969
s05,audio,congruent,fast,fast,1.0,0.985
s05,audio,incongruent,fast,fast,1.0,1.456
s05,audio,congruent,fast,fast,1.0,1.129
s05,audio,control,fast,fast,1.0,1.31
s05,audio,congruent,slow,fast,0.0,1.572
s05,audio,incongruent,slow,slow,1.0,1.284
s05,audio,congruent,slow,slow,1.0,1.361
s05,audio,congruent,fast,fast,1.0,1.073
s05,audio,incongruent,slow,slow,1.0,1.548
s05,audio,control,slow,slow,1.0,1.348
s05,audio,congruent,fast,fast,1.0,1.374
s05,audio,congruent,slow,slow,1.0,1.521
s05,audio,congruent,slow,slow,1.0,1.325
s05,audio,congruent,fast,fast,1.0,1.89
s05,audio,control,fast,fast,1.0,1.489
s05,audio,congruent,fast,slow,0.0,1.905
s05,audio,control,slow,slow,1.0,1.258
s05,audio,incongruent,fast,fast,1.0,1.069
s05,audio,incongruent,slow,slow,1.0,1.353
s05,audio,congruent,fast,fast,1.0,1.15
s05,audio,control,fast,fast,1.0,1.665
s05,audio,congruent,fast,fast,1.0,1.537
s05,audio,control,fast,fast,1.0,1.442
s05,audio,incongruent,slow,slow,1.0,1.373
s05,audio,incongruent,fast,fast,1.0,1.358
s05,audio,incongruent,fast,slow,0.0,1.345
s05,audio,congruent,fast,fast,1.0,1.128
s05,audio,incongruent,slow,slow,1.0,0.974
s05,audio,congruent,slow,slow,1.0,1.642
s05,audio,congruent,fast,fast,1.0,0.942
s05,audio,control,slow,fast,0.0,1.229
s05,audio,congruent,fast,fast,1.0,1.481
s05,audio,control,slow,fast,0.0,1.465
s05,audio,incongruent,fast,fast,1.0,1.567
s05,audio,control,fast,slow,0.0,1.223
s05,audio,incongruent,slow,fast,0.0,1.51
s05,audio,incongruent,fast,fast,1.0,1.225
s05,audio,incongruent,fast,slow,0.0,1.506
s05,audio,congruent,fast,fast,1.0,1.52
s05,audio,congruent,slow,slow,1.0,1.229
s05,audio,congruent,slow,slow,1.0,1.356
s05,audio,control,fast,slow,0.0,1.18
s05,audio,congruent,fast,fast,1.0,1.712
s05,audio,incongruent,slow,fast,0.0,1.216
s05,audio,control,slow,fast,0.0,1.609
s05,audio,control,fast,slow,0.0,1.073
s05,audio,incongruent,slow,slow,1.0,1.028
s05,audio,congruent,fast,slow,0.0,1.024
s05,audio,incongruent,fast,slow,0.0,1.221
s05,audio,control,slow,slow,1.0,1.565
s05,audio,control,fast,fast,1.0,1.307
s05,audio,congruent,fast,slow,0.0,1.752
s05,audio,control,slow,fast,0.0,1.468
s05,audio,incongruent,fast,slow,0.0,1.782
s05,audio,congruent,fast,fast,1.0,1.504
s05,audio,incongruent,fast,fast,1.0,1.322
s05,audio,congruent,slow,slow,1.0,1.329
s05,audio,incongruent,fast,slow,0.0,1.457
s05,audio,incongruent,slow,slow,1.0,1.235
s05,audio,control,slow,fast,0.0,1.265
s05,audio,congruent,fast,slow,0.0,1.451
s05,audio,control,slow,slow,1.0,1.701
s05,audio,incongruent,slow,fast,0.0,1.298
s05,audio,incongruent,fast,fast,1.0,1.757
s05,audio,congruent,slow,slow,1.0,1.005
s05,audio,incongruent,fast,slow,0.0,1.34
s05,audio,control,fast,fast,1.0,1.587
s05,audio,incongruent,slow,slow,1.0,1.335
s05,audio,control,slow,fast,0.0,1.431
s05,audio,congruent,fast,fast,1.0,1.084
s05,audio,congruent,slow,slow,1.0,1.333
s05,audio,incongruent,slow,slow,1.0,1.473
s05,audio,incongruent,slow,slow,1.0,1.2
s05,audio,congruent,slow,slow,1.0,1.242
s05,audio,congruent,fast,fast,1.0,0.999
s05,audio,congruent,slow,slow,1.0,1.08
s05,audio,congruent,fast,slow,0.0,1.243
s05,audio,control,fast,fast,1.0,1.668
s05,audio,congruent,slow,slow,1.0,1.039
s05,audio,incongruent,fast,slow,0.0,1.855
s05,audio,control,slow,fast,0.0,1.679
s05,audio,control,fast,slow,0.0,1.289
s05,audio,control,fast,fast,1.0,1.252
s05,audio,congruent,slow,slow,1.0,1.024
s05,audio,control,fast,slow,0.0,1.02
s05,audio,incongruent,slow,fast,0.0,1.265
s05,audio,incongruent,slow,slow,1.0,1.432
s05,audio,congruent,fast,slow,0.0,1.259
s05,audio,congruent,fast,slow,0.0,1.272
s05,audio,control,slow,slow,1.0,1.179
s05,audio,congruent,fast,slow,0.0,1.192
s05,audio,control,fast,slow,0.0,1.548
s05,audio,congruent,fast,fast,1.0,1.443
s05,audio,congruent,slow,fast,0.0,1.536
s05,audio,congruent,fast,fast,1.0,1.361
s05,audio,congruent,fast,slow,0.0,1.656
s05,audio,control,fast,slow,0.0,1.779
s05,audio,congruent,fast,slow,0.0,1.915
s05,audio,control,fast,fast,1.0,1.587
s05,audio,incongruent,fast,fast,1.0,1.338
s05,audio,control,fast,fast,1.0,1.467
s05,audio,control,fast,fast,1.0,1.452
s05,audio,congruent,fast,slow,0.0,1.551
s05,audio,incongruent,fast,fast,1.0,1.456
s05,audio,control,slow,fast,0.0,1.307
s05,audio,control,slow,slow,1.0,1.387
s05,audio,congruent,slow,slow,1.0,1.699
s05,audio,incongruent,fast,fast,1.0,1.399
s05,audio,incongruent,slow,fast,0.0,1.922
s05,audio,control,fast,fast,1.0,1.467
s05,audio,control,slow,fast,0.0,1.48
s05,audio,congruent,slow,slow,1.0,1.152
s05,audio,incongruent,fast,fast,1.0,1.308
s05,audio,incongruent,fast,slow,0.0,1.243
s05,audio,control,fast,fast,1.0,1.442
s05,audio,congruent,fast,fast,1.0,1.412
s05,audio,incongruent,slow,slow,1.0,1.176
s05,audio,incongruent,fast,fast,1.0,1.426
s05,audio,incongruent,slow,slow,1.0,1.447
s05,audio,incongruent,slow,slow,1.0,1.519
s05,audio,control,slow,fast,0.0,1.262
s05,audio,control,fast,fast,1.0,1.528
s05,audio,control,fast,slow,0.0,1.364
s05,audio,incongruent,slow,slow,1.0,1.551
s05,audio,congruent,slow,slow,1.0,1.491
s05,audio,control,fast,fast,1.0,1.19
s05,audio,control,fast,fast,1.0,1.863
s05,audio,congruent,slow,slow,1.0,1.021
s05,audio,incongruent,slow,slow,1.0,1.482
s05,audio,incongruent,fast,fast,1.0,1.264
s05,audio,congruent,fast,fast,1.0,1.59
s05,audio,congruent,fast,slow,0.0,1.286
s05,audio,incongruent,fast,fast,1.0,1.666
s05,audio,congruent,slow,slow,1.0,1.151
s05,audio,congruent,slow,slow,1.0,1.406
s05,audio,congruent,fast,fast,1.0,1.358
s05,audio,congruent,fast,fast,1.0,1.727
s05,audio,control,fast,fast,1.0,1.722
s05,audio,control,fast,slow,0.0,0.94
s05,audio,control,fast,fast,1.0,1.443
s05,audio,control,slow,slow,1.0,1.066
s05,audio,incongruent,fast,fast,1.0,1.467
s05,audio,incongruent,fast,slow,0.0,1.007
s05,audio,control,slow,slow,1.0,1.299
s05,audio,congruent,fast,slow,0.0,1.385
s05,audio,incongruent,slow,slow,1.0,1.657
s05,audio,control,slow,fast,0.0,1.181
s05,audio,incongruent,fast,slow,0.0,1.354
s05,audio,incongruent,slow,slow,1.0,1.343
s05,audio,control,slow,slow,1.0,1.738
s05,audio,incongruent,slow,fast,0.0,1.395
s05,audio,control,slow,fast,0.0,1.618
s05,audio,incongruent,fast,fast,1.0,0.974
s05,audio,control,fast,slow,0.0,1.178
s05,audio,congruent,slow,slow,1.0,1.477
