subj_idx,task,condition,stimulus,answered,correct,rt,response
S06,audio,control,slow,fast,0,0.797,1
S06,audio,congruent,fast,fast,1,1.401,1
S06,audio,congruent,fast,fast,1,1.122,1
S06,audio,congruent,slow,fast,0,1.236,1
S06,audio,congruent,fast,fast,1,0.992,1
S06,audio,control,slow,fast,0,1.019,1
S06,audio,incongruent,slow,fast,0,1.005,1
S06,audio,congruent,fast,slow,0,0.571,0
S06,audio,incongruent,fast,fast,1,1.081,1
S06,audio,incongruent,slow,fast,0,0.821,1
S06,audio,congruent,fast,slow,0,0.801,0
S06,audio,incongruent,slow,slow,1,0.859,0
S06,audio,control,fast,fast,1,0.896,1
S06,audio,congruent,fast,fast,1,0.948,1
S06,audio,control,fast,fast,1,1.181,1
S06,audio,control,fast,fast,1,1.08,1
S06,audio,control,fast,fast,1,0.899,1
S06,audio,control,fast,fast,1,0.78,1
S06,audio,incongruent,slow,slow,1,0.844,0
S06,audio,incongruent,fast,slow,0,0.832,0
S06,audio,control,fast,fast,1,1.273,1
S06,audio,control,slow,fast,0,1.008,1
S06,audio,incongruent,fast,slow,0,0.787,0
S06,audio,congruent,fast,fast,1,0.977,1
S06,audio,incongruent,fast,fast,1,1.723,1
S06,audio,control,fast,fast,1,0.948,1
S06,audio,incongruent,fast,slow,0,1.028,0
S06,audio,congruent,slow,fast,0,0.945,1
S06,audio,incongruent,fast,fast,1,1.279,1
S06,audio,incongruent,fast,slow,0,1.1,0
S06,audio,control,slow,slow,1,1.139,0
S06,audio,control,slow,slow,1,0.851,0
S06,audio,congruent,slow,slow,1,0.948,0
S06,audio,control,fast,fast,1,0.848,1
S06,audio,incongruent,slow,slow,1,0.964,0
S06,audio,incongruent,fast,fast,1,1.391,1
S06,audio,congruent,fast,slow,0,1.076,0
S06,audio,congruent,slow,slow,1,0.876,0
S06,audio,incongruent,slow,slow,1,0.999,0
S06,audio,incongruent,slow,slow,1,1.2,0
S06,audio,control,fast,fast,1,0.995,1
S06,audio,control,slow,slow,1,0.99,0
S06,audio,incongruent,fast,slow,0,0.928,0
S06,audio,congruent,slow,slow,1,1.135,0
S06,audio,incongruent,fast,fast,1,0.871,1
S06,audio,control,slow,slow,1,0.931,0
S06,audio,incongruent,fast,fast,1,0.756,1
S06,audio,congruent,slow,slow,1,0.84,0
S06,audio,congruent,slow,slow,1,0.992,0
S06,audio,control,fast,fast,1,0.951,1
S06,audio,congruent,fast,fast,1,1.047,1
S06,audio,incongruent,fast,fast,1,0.987,1
S06,audio,control,fast,fast,1,1.351,1
S06,audio,control,slow,fast,0,1.546,1
S06,audio,congruent,fast,fast,1,1.0,1
S06,audio,congruent,fast,slow,0,0.975,0
S06,audio,control,fast,slow,0,1.054,0
S06,audio,congruent,fast,fast,1,0.995,1
S06,audio,control,fast,fast,1,0.879,1
S06,audio,control,slow,fast,0,1.062,1
S06,audio,control,slow,slow,1,0.851,0
S06,audio,incongruent,fast,fast,1,0.943,1
S06,audio,incongruent,slow,fast,0,1.114,1
S06,audio,control,fast,fast,1,1.047,1
S06,audio,congruent,slow,slow,1,1.027,0
S06,audio,congruent,fast,fast,1,1.011,1
S06,audio,congruent,fast,slow,0,0.924,0
S06,audio,control,slow,slow,1,1.147,0
S06,audio,control,slow,slow,1,0.824,0
S06,audio,congruent,slow,slow,1,0.942,0
S06,audio,control,slow,slow,1,1.163,0
S06,audio,incongruent,fast,slow,0,0.951,0
S06,audio,incongruent,fast,fast,1,0.831,1
S06,audio,congruent,fast,slow,0,1.027,0
S06,audio,congruent,slow,slow,1,0.807,0
S06,audio,control,slow,fast,0,0.867,1
S06,audio,incongruent,fast,slow,0,0.839,0
S06,audio,congruent,slow,slow,1,0.935,0
S06,audio,incongruent,slow,slow,1,1.735,0
S06,audio,congruent,fast,slow,0,0.882,0
S06,audio,congruent,fast,fast,1,0.954,1
S06,audio,incongruent,slow,slow,1,0.926,0
S06,audio,control,slow,slow,1,1.251,0
S06,audio,control,fast,fast,1,0.821,1
S06,audio,incongruent,slow,slow,1,1.267,0
S06,audio,incongruent,slow,fast,0,0.867,1
S06,audio,congruent,slow,slow,1,0.803,0
S06,audio,congruent,slow,slow,1,0.864,0
S06,audio,congruent,fast,slow,0,0.666,0
S06,audio,incongruent,fast,slow,0,0.759,0
S06,audio,congruent,fast,fast,1,0.818,1
S06,audio,control,fast,fast,1,1.29,1
S06,audio,congruent,slow,slow,1,1.126,0
S06,audio,incongruent,slow,slow,1,0.895,0
S06,audio,congruent,slow,slow,1,0.875,0
S06,audio,congruent,fast,slow,0,0.915,0
S06,audio,incongruent,slow,slow,1,0.934,0
S06,audio,control,slow,slow,1,1.006,0
S06,audio,congruent,fast,fast,1,1.302,1
S06,audio,congruent,slow,slow,1,1.141,0
S06,audio,congruent,slow,slow,1,1.198,0
S06,audio,congruent,fast,fast,1,1.262,1
S06,audio,control,fast,slow,0,0.997,0
S06,audio,congruent,fast,fast,1,1.037,1
S06,audio,control,slow,slow,1,0.901,0
S06,audio,incongruent,fast,slow,0,0.872,0
S06,audio,incongruent,slow,slow,1,1.299,0
S06,audio,congruent,fast,fast,1,0.813,1
S06,audio,control,fast,fast,1,1.221,1
S06,audio,congruent,fast,fast,1,0.9,1
S06,audio,control,fast,slow,0,1.117,0
S06,audio,incongruent,slow,slow,1,0.888,0
S06,audio,incongruent,fast,slow,0,0.852,0
S06,audio,incongruent,fast,fast,1,0.916,1
S06,audio,congruent,fast,fast,1,1.116,1
S06,audio,incongruent,slow,fast,0,1.429,1
S06,audio,congruent,slow,slow,1,1.031,0
S06,audio,congruent,fast,fast,1,1.048,1
S06,audio,control,slow,slow,1,1.315,0
S06,audio,congruent,fast,slow,0,1.26,0
S06,audio,control,slow,slow,1,1.177,0
S06,audio,incongruent,fast,slow,0,1.104,0
S06,audio,control,fast,fast,1,1.161,1
S06,audio,incongruent,slow,slow,1,1.083,0
S06,audio,incongruent,fast,slow,0,1.12,0
S06,audio,incongruent,fast,fast,1,0.965,1
S06,audio,congruent,fast,fast,1,1.295,1
S06,audio,congruent,slow,slow,1,1.255,0
S06,audio,congruent,slow,slow,1,1.147,0
S06,audio,control,fast,fast,1,0.977,1
S06,audio,congruent,fast,fast,1,1.427,1
S06,audio,incongruent,slow,fast,0,0.968,1
S06,audio,control,slow,slow,1,1.224,0
S06,audio,control,fast,slow,0,0.999,0
S06,audio,incongruent,slow,slow,1,1.02,0
S06,audio,congruent,fast,fast,1,1.011,1
S06,audio,incongruent,fast,slow,0,1.187,0
S06,audio,control,slow,slow,1,1.095,0
S06,audio,control,fast,fast,1,0.968,1
S06,audio,congruent,fast,slow,0,1.089,0
S06,audio,control,slow,slow,1,1.152,0
S06,audio,incongruent,fast,fast,1,1.068,1
S06,audio,congruent,fast,slow,0,1.2,0
S06,audio,incongruent,fast,fast,1,1.248,1
S06,audio,congruent,slow,slow,1,1.075,0
S06,audio,incongruent,fast,slow,0,1.586,0
S06,audio,incongruent,slow,fast,0,1.12,1
S06,audio,control,slow,slow,1,0.946,0
S06,audio,congruent,fast,fast,1,0.975,1
S06,audio,control,slow,slow,1,1.312,0
S06,audio,incongruent,slow,slow,1,1.068,0
S06,audio,incongruent,fast,fast,1,1.075,1
S06,audio,incongruent,fast,fast,1,0.875,1
S06,audio,incongruent,slow,fast,0,1.143,1
S06,audio,congruent,slow,slow,1,1.004,0
S06,audio,incongruent,fast,slow,0,0.828,0
S06,audio,control,fast,fast,1,0.823,1
S06,audio,incongruent,slow,slow,1,0.89,0
S06,audio,control,slow,fast,0,0.9,1
S06,audio,congruent,fast,slow,0,0.787,0
S06,audio,congruent,slow,slow,1,1.016,0
S06,audio,incongruent,slow,fast,0,0.852,1
S06,audio,incongruent,slow,slow,1,1.06,0
S06,audio,congruent,slow,slow,1,1.155,0
S06,audio,congruent,fast,fast,1,0.948,1
S06,audio,congruent,slow,fast,0,0.804,1
S06,audio,congruent,fast,fast,1,0.919,1
S06,audio,control,fast,fast,1,0.955,1
S06,audio,congruent,slow,slow,1,1.187,0
S06,audio,incongruent,fast,slow,0,1.0,0
S06,audio,control,slow,fast,0,1.26,1
S06,audio,control,fast,fast,1,1.067,1
S06,audio,control,fast,fast,1,0.811,1
S06,audio,congruent,slow,slow,1,0.827,0
S06,audio,control,fast,fast,1,0.883,1
S06,audio,incongruent,slow,slow,1,1.266,0
S06,audio,incongruent,slow,fast,0,1.118,1
S06,audio,congruent,fast,fast,1,1.22,1
S06,audio,congruent,fast,fast,1,0.96,1
S06,audio,control,slow,fast,0,0.875,1
S06,audio,congruent,fast,fast,1,1.343,1
S06,audio,control,fast,slow,0,1.526,0
S06,audio,congruent,fast,slow,0,1.062,0
S06,audio,congruent,slow,slow,1,1.342,0
S06,audio,congruent,fast,fast,1,0.962,1
S06,audio,congruent,fast,slow,0,1.113,0
S06,audio,control,fast,fast,1,1.086,1
S06,audio,congruent,fast,slow,0,0.871,0
S06,audio,control,fast,slow,0,1.527,0
S06,audio,incongruent,fast,fast,1,0.948,1
S06,audio,control,fast,fast,1,1.159,1
S06,audio,control,fast,fast,1,0.995,1
S06,audio,congruent,fast,fast,1,1.715,1
S06,audio,incongruent,fast,slow,0,0.974,0
S06,audio,control,slow,fast,0,1.109,1
S06,audio,control,slow,slow,1,0.877,0
S06,audio,congruent,slow,slow,1,1.059,0
S06,audio,incongruent,fast,fast,1,1.179,1
S06,audio,incongruent,slow,slow,1,1.079,0
S06,audio,control,fast,fast,1,1.25,1
S06,audio,control,slow,fast,0,0.916,1
S06,audio,congruent,slow,fast,0,1.299,1
S06,audio,incongruent,fast,fast,1,0.978,1
S06,audio,incongruent,fast,slow,0,0.881,0
S06,audio,control,fast,fast,1,1.239,1
S06,audio,congruent,fast,slow,0,0.822,0
S06,audio,incongruent,slow,slow,1,1.16,0
S06,audio,incongruent,fast,slow,0,0.859,0
S06,audio,incongruent,slow,slow,1,0.914,0
S06,audio,incongruent,slow,fast,0,0.975,1
S06,audio,control,slow,fast,0,0.866,1
S06,audio,control,fast,fast,1,1.05,1
S06,audio,control,fast,fast,1,0.935,1
S06,audio,incongruent,slow,fast,0,0.993,1
S06,audio,congruent,slow,slow,1,1.046,0
S06,audio,control,fast,fast,1,1.194,1
S06,audio,control,fast,fast,1,1.01,1
S06,audio,congruent,slow,fast,0,0.862,1
S06,audio,incongruent,slow,slow,1,0.851,0
S06,audio,incongruent,fast,slow,0,0.882,0
S06,audio,congruent,fast,fast,1,1.053,1
S06,audio,congruent,fast,fast,1,1.789,1
S06,audio,incongruent,fast,fast,1,0.871,1
S06,audio,congruent,slow,slow,1,1.013,0
S06,audio,congruent,slow,slow,1,0.981,0
S06,audio,congruent,fast,fast,1,0.898,1
S06,audio,congruent,fast,slow,0,1.895,0
S06,audio,control,fast,fast,1,1.014,1
S06,audio,control,fast,fast,1,1.073,1
S06,audio,control,fast,fast,1,1.362,1
S06,audio,control,slow,slow,1,1.537,0
S06,audio,incongruent,fast,fast,1,1.406,1
S06,audio,incongruent,fast,fast,1,1.361,1
S06,audio,control,slow,fast,0,0.865,1
S06,audio,congruent,fast,fast,1,1.02,1
S06,audio,incongruent,slow,slow,1,1.238,0
S06,audio,control,slow,fast,0,0.83,1
S06,audio,incongruent,fast,fast,1,1.314,1
S06,audio,incongruent,slow,slow,1,1.089,0
S06,audio,control,slow,slow,1,1.078,0
S06,audio,incongruent,slow,slow,1,1.197,0
S06,audio,control,slow,fast,0,1.081,1
S06,audio,incongruent,fast,slow,0,1.045,0
S06,audio,control,fast,fast,1,1.276,1
S06,audio,congruent,slow,slow,1,1.165,0
S06,audio,incongruent,slow,slow,1,1.138,0
S06,audio,congruent,fast,fast,1,1.222,1
S06,audio,control,fast,fast,1,0.973,1
S06,audio,congruent,slow,slow,1,1.105,0
S06,audio,control,slow,fast,0,0.867,1
S06,audio,control,slow,fast,0,0.954,1
S07,audio,incongruent,slow,fast,0,1.508,1
S07,audio,congruent,slow,slow,1,1.044,0
S07,audio,control,slow,slow,1,0.875,0
S07,audio,control,fast,fast,1,1.035,1
S07,audio,incongruent,fast,slow,0,1.475,0
S07,audio,congruent,fast,fast,1,1.436,1
S07,audio,control,slow,slow,1,0.923,0
S07,audio,control,fast,slow,0,1.04,0
S07,audio,congruent,slow,slow,1,1.352,0
S07,audio,congruent,fast,fast,1,1.055,1
S07,audio,incongruent,slow,slow,1,1.195,0
S07,audio,incongruent,slow,slow,1,1.239,0
S07,audio,control,fast,fast,1,0.922,1
S07,audio,control,slow,fast,0,1.379,1
S07,audio,incongruent,slow,slow,1,1.199,0
S07,audio,incongruent,fast,fast,1,1.195,1
S07,audio,control,slow,fast,0,1.362,1
S07,audio,incongruent,slow,slow,1,1.235,0
S07,audio,congruent,slow,slow,1,1.571,0
S07,audio,control,slow,fast,0,1.251,1
S07,audio,incongruent,slow,slow,1,0.995,0
S07,audio,control,slow,slow,1,1.079,0
S07,audio,congruent,slow,slow,1,1.023,0
S07,audio,congruent,slow,slow,1,0.98,0
S07,audio,incongruent,slow,slow,1,0.939,0
S07,audio,control,fast,fast,1,0.979,1
S07,audio,incongruent,slow,slow,1,0.931,0
S07,audio,congruent,fast,fast,1,1.006,1
S07,audio,congruent,fast,fast,1,1.059,1
S07,audio,incongruent,slow,slow,1,0.927,0
S07,audio,control,fast,fast,1,1.007,1
S07,audio,control,slow,slow,1,1.372,0
S07,audio,incongruent,fast,fast,1,0.757,1
S07,audio,control,fast,slow,0,0.988,0
S07,audio,congruent,fast,fast,1,0.811,1
S07,audio,congruent,slow,slow,1,0.975,0
S07,audio,congruent,slow,fast,0,1.119,1
S07,audio,congruent,fast,fast,1,0.975,1
S07,audio,control,fast,slow,0,1.152,0
S07,audio,incongruent,slow,slow,1,1.022,0
S07,audio,control,fast,fast,1,1.043,1
S07,audio,congruent,slow,slow,1,1.344,0
S07,audio,incongruent,fast,fast,1,1.26,1
S07,audio,incongruent,fast,fast,1,0.926,1
S07,audio,congruent,slow,slow,1,0.935,0
S07,audio,control,slow,fast,0,1.515,1
S07,audio,control,fast,fast,1,0.722,1
S07,audio,incongruent,fast,fast,1,1.29,1
S07,audio,congruent,slow,slow,1,0.803,0
S07,audio,congruent,fast,fast,1,1.083,1
S07,audio,control,slow,slow,1,1.015,0
S07,audio,control,slow,slow,1,1.079,0
S07,audio,congruent,slow,slow,1,1.323,0
S07,audio,control,fast,fast,1,0.977,1
S07,audio,congruent,fast,fast,1,1.195,1
S07,audio,congruent,slow,slow,1,0.963,0
S07,audio,control,slow,slow,1,1.09,0
S07,audio,congruent,fast,fast,1,0.796,1
S07,audio,congruent,slow,slow,1,1.269,0
S07,audio,control,fast,fast,1,0.983,1
S07,audio,congruent,fast,slow,0,0.875,0
S07,audio,incongruent,slow,slow,1,1.271,0
S07,audio,control,slow,slow,1,1.311,0
S07,audio,incongruent,fast,fast,1,0.842,1
S07,audio,control,slow,fast,0,1.254,1
S07,audio,congruent,slow,slow,1,1.522,0
S07,audio,incongruent,slow,slow,1,1.035,0
S07,audio,incongruent,slow,slow,1,1.07,0
S07,audio,incongruent,fast,slow,0,0.963,0
S07,audio,incongruent,fast,fast,1,0.983,1
S07,audio,incongruent,fast,fast,1,1.035,1
S07,audio,congruent,slow,slow,1,1.091,0
S07,audio,incongruent,slow,fast,0,0.915,1
S07,audio,incongruent,slow,slow,1,1.335,0
S07,audio,control,slow,fast,0,0.606,1
S07,audio,congruent,fast,fast,1,0.91,1
S07,audio,control,fast,fast,1,1.061,1
S07,audio,incongruent,slow,slow,1,0.779,0
S07,audio,control,fast,slow,0,1.163,0
S07,audio,incongruent,fast,fast,1,1.182,1
S07,audio,congruent,fast,fast,1,1.027,1
S07,audio,control,fast,fast,1,1.119,1
S07,audio,congruent,fast,fast,1,1.087,1
S07,audio,control,fast,fast,1,1.007,1
S07,audio,congruent,slow,slow,1,1.046,0
S07,audio,congruent,slow,slow,1,0.784,0
S07,audio,congruent,slow,slow,1,0.978,0
S07,audio,congruent,fast,fast,1,1.255,1
S07,audio,congruent,slow,slow,1,1.319,0
S07,audio,congruent,fast,slow,0,1.087,0
S07,audio,control,slow,slow,1,0.982,0
S07,audio,incongruent,slow,slow,1,1.182,0
S07,audio,incongruent,slow,slow,1,1.142,0
S07,audio,incongruent,slow,slow,1,0.923,0
S07,audio,control,slow,slow,1,1.465,0
S07,audio,congruent,slow,slow,1,1.054,0
S07,audio,control,fast,fast,1,0.863,1
S07,audio,congruent,fast,fast,1,1.178,1
S07,audio,congruent,slow,slow,1,1.099,0
S07,audio,control,slow,slow,1,1.342,0
S07,audio,control,fast,fast,1,0.882,1
S07,audio,incongruent,fast,fast,1,1.683,1
S07,audio,congruent,slow,fast,0,0.807,1
S07,audio,control,slow,slow,1,0.887,0
S07,audio,congruent,slow,slow,1,1.16,0
S07,audio,incongruent,slow,fast,0,1.498,1
S07,audio,congruent,fast,fast,1,0.978,1
S07,audio,congruent,fast,fast,1,1.154,1
S07,audio,incongruent,fast,fast,1,1.05,1
S07,audio,congruent,slow,slow,1,0.993,0
S07,audio,incongruent,slow,fast,0,1.041,1
S07,audio,congruent,fast,fast,1,0.883,1
S07,audio,congruent,fast,fast,1,0.943,1
S07,audio,incongruent,fast,fast,1,1.178,1
S07,audio,incongruent,fast,slow,0,1.462,0
S07,audio,congruent,fast,fast,1,0.782,1
S07,audio,incongruent,slow,slow,1,1.278,0
S07,audio,control,slow,slow,1,1.294,0
S07,audio,congruent,fast,fast,1,0.789,1
S07,audio,control,fast,fast,1,1.006,1
S07,audio,control,fast,slow,0,0.867,0
S07,audio,control,slow,slow,1,1.21,0
S07,audio,control,slow,slow,1,0.803,0
S07,audio,control,fast,fast,1,0.698,1
S07,audio,control,slow,fast,0,1.121,1
S07,audio,incongruent,slow,fast,0,0.934,1
S07,audio,incongruent,slow,slow,1,1.005,0
S07,audio,control,slow,fast,0,1.134,1
S07,audio,incongruent,fast,fast,1,1.362,1
S07,audio,congruent,slow,slow,1,1.086,0
S07,audio,control,slow,slow,1,1.301,0
S07,audio,control,fast,fast,1,0.897,1
S07,audio,incongruent,slow,slow,1,1.326,0
S07,audio,congruent,fast,slow,0,0.95,0
S07,audio,incongruent,slow,fast,0,0.891,1
S07,audio,incongruent,fast,slow,0,1.197,0
S07,audio,incongruent,slow,fast,0,1.05,1
S07,audio,incongruent,slow,slow,1,1.701,0
S07,audio,control,fast,fast,1,0.77,1
S07,audio,incongruent,slow,slow,1,1.146,0
S07,audio,control,slow,slow,1,1.286,0
S07,audio,incongruent,fast,fast,1,0.829,1
S07,audio,control,slow,slow,1,1.001,0
S07,audio,incongruent,fast,slow,0,1.086,0
S07,audio,incongruent,fast,fast,1,0.901,1
S07,audio,control,fast,fast,1,1.108,1
S07,audio,congruent,slow,slow,1,0.826,0
S07,audio,incongruent,slow,slow,1,1.485,0
S07,audio,control,fast,fast,1,0.993,1
S07,audio,congruent,slow,slow,1,1.221,0
S07,audio,control,slow,slow,1,0.995,0
S07,audio,congruent,slow,slow,1,0.953,0
S07,audio,congruent,slow,slow,1,0.853,0
S07,audio,congruent,slow,slow,1,0.778,0
S07,audio,control,fast,fast,1,0.729,1
S07,audio,congruent,fast,slow,0,1.066,0
S07,audio,control,fast,fast,1,0.933,1
S07,audio,control,slow,slow,1,0.984,0
S07,audio,incongruent,slow,slow,1,0.925,0
S07,audio,incongruent,fast,slow,0,1.19,0
S07,audio,incongruent,fast,fast,1,0.577,1
S07,audio,incongruent,fast,fast,1,1.349,1
S07,audio,congruent,slow,slow,1,0.946,0
S07,audio,incongruent,slow,slow,1,0.809,0
S07,audio,incongruent,slow,fast,0,0.918,1
S07,audio,incongruent,slow,slow,1,0.893,0
S07,audio,control,fast,fast,1,0.99,1
S07,audio,control,slow,slow,1,1.282,0
S07,audio,incongruent,slow,slow,1,1.33,0
S07,audio,incongruent,slow,slow,1,0.985,0
S07,audio,congruent,fast,fast,1,0.885,1
S07,audio,control,fast,slow,0,0.95,0
S07,audio,control,slow,slow,1,1.388,0
S07,audio,congruent,fast,fast,1,0.714,1
S07,audio,control,slow,fast,0,1.265,1
S07,audio,incongruent,slow,fast,0,1.543,1
S07,audio,congruent,fast,slow,0,0.717,0
S07,audio,congruent,fast,fast,1,1.03,1
S07,audio,congruent,slow,slow,1,1.217,0
S07,audio,incongruent,fast,fast,1,1.314,1
S07,audio,incongruent,slow,fast,0,1.19,1
S07,audio,control,slow,slow,1,0.889,0
S07,audio,incongruent,slow,slow,1,1.053,0
S07,audio,control,fast,fast,1,0.952,1
S07,audio,congruent,fast,slow,0,1.067,0
S07,audio,incongruent,slow,slow,1,0.974,0
S07,audio,control,slow,slow,1,1.613,0
S07,audio,incongruent,slow,slow,1,1.186,0
S07,audio,control,fast,fast,1,0.693,1
S07,audio,control,slow,slow,1,1.068,0
S07,audio,control,slow,fast,0,0.864,1
S07,audio,incongruent,fast,fast,1,0.957,1
S07,audio,incongruent,slow,slow,1,1.218,0
S07,audio,congruent,fast,fast,1,0.682,1
S07,audio,incongruent,slow,slow,1,0.963,0
S07,audio,control,slow,slow,1,0.869,0
S07,audio,control,fast,fast,1,0.768,1
S07,audio,congruent,fast,fast,1,0.765,1
S07,audio,control,fast,fast,1,0.862,1
S07,audio,control,fast,fast,1,0.894,1
S07,audio,congruent,fast,fast,1,1.097,1
S07,audio,congruent,slow,fast,0,0.824,1
S07,audio,control,slow,slow,1,1.138,0
S07,audio,congruent,fast,fast,1,1.042,1
S07,audio,congruent,slow,slow,1,1.068,0
S07,audio,incongruent,fast,fast,1,0.922,1
S07,audio,control,slow,fast,0,1.078,1
S07,audio,congruent,fast,fast,1,0.924,1
S07,audio,control,fast,fast,1,1.421,1
S07,audio,congruent,slow,slow,1,0.812,0
S07,audio,congruent,fast,fast,1,1.01,1
S07,audio,congruent,slow,slow,1,0.925,0
S07,audio,congruent,fast,fast,1,0.846,1
S07,audio,incongruent,fast,fast,1,1.284,1
S07,audio,control,fast,fast,1,1.226,1
S07,audio,control,slow,slow,1,0.882,0
S07,audio,congruent,slow,slow,1,0.764,0
S07,audio,incongruent,slow,slow,1,0.945,0
S07,audio,control,fast,slow,0,0.972,0
S07,audio,congruent,fast,fast,1,0.722,1
S07,audio,congruent,slow,slow,1,0.78,0
S07,audio,control,slow,slow,1,1.06,0
S07,audio,control,slow,slow,1,0.858,0
S07,audio,incongruent,fast,fast,1,1.041,1
S07,audio,incongruent,slow,slow,1,1.275,0
S07,audio,control,fast,fast,1,0.933,1
S07,audio,congruent,slow,slow,1,1.127,0
S07,audio,congruent,fast,fast,1,1.144,1
S07,audio,congruent,fast,slow,0,0.884,0
S07,audio,congruent,fast,fast,1,1.045,1
S07,audio,congruent,fast,fast,1,0.932,1
S07,audio,congruent,slow,slow,1,1.01,0
S07,audio,incongruent,slow,slow,1,0.883,0
S07,audio,congruent,fast,fast,1,1.145,1
S07,audio,incongruent,fast,fast,1,1.072,1
S07,audio,congruent,fast,fast,1,0.901,1
S07,audio,incongruent,fast,fast,1,0.88,1
S07,audio,incongruent,fast,fast,1,0.993,1
S07,audio,incongruent,slow,slow,1,0.86,0
S07,audio,control,fast,fast,1,1.033,1
S07,audio,congruent,fast,fast,1,1.115,1
S07,audio,congruent,slow,slow,1,0.951,0
S07,audio,incongruent,fast,slow,0,1.068,0
S07,audio,congruent,slow,slow,1,1.156,0
S07,audio,incongruent,slow,slow,1,0.956,0
S07,audio,congruent,slow,slow,1,1.021,0
S07,audio,congruent,slow,fast,0,0.896,1
S07,audio,incongruent,fast,fast,1,0.817,1
S07,audio,incongruent,slow,slow,1,0.967,0
S07,audio,congruent,fast,fast,1,0.995,1
S07,audio,congruent,slow,slow,1,0.824,0
S07,audio,congruent,fast,fast,1,1.096,1
S07,audio,incongruent,slow,slow,1,0.948,0
S07,audio,incongruent,fast,fast,1,1.035,1
S07,audio,control,fast,fast,1,0.94,1
S07,audio,control,fast,slow,0,0.964,0
S07,audio,control,slow,slow,1,1.157,0
S07,audio,congruent,fast,fast,1,0.856,1
S07,audio,control,fast,fast,1,1.735,1
S07,audio,incongruent,fast,fast,1,1.095,1
S07,audio,congruent,slow,fast,0,0.743,1
S07,audio,incongruent,slow,slow,1,0.896,0
S07,audio,incongruent,slow,slow,1,1.197,0
S07,audio,incongruent,slow,slow,1,1.07,0
S07,audio,control,slow,slow,1,1.269,0
S07,audio,control,slow,slow,1,0.984,0
S07,audio,incongruent,slow,slow,1,0.967,0
S07,audio,incongruent,slow,slow,1,1.121,0
S07,audio,control,slow,fast,0,1.415,1
S07,audio,incongruent,fast,fast,1,1.076,1
S07,audio,control,slow,slow,1,0.951,0
S07,audio,control,slow,slow,1,1.169,0
S07,audio,incongruent,fast,fast,1,1.565,1
S07,audio,control,slow,slow,1,1.275,0
S07,audio,control,fast,fast,1,1.063,1
S07,audio,control,fast,fast,1,0.967,1
S07,audio,congruent,slow,slow,1,0.751,0
S07,audio,control,slow,slow,1,0.925,0
S07,audio,control,slow,fast,0,0.956,1
S07,audio,control,fast,fast,1,1.059,1
S07,audio,incongruent,fast,slow,0,1.033,0
S07,audio,incongruent,fast,fast,1,0.96,1
S07,audio,control,fast,fast,1,1.095,1
S07,audio,control,slow,slow,1,0.877,0
S07,audio,incongruent,slow,slow,1,1.004,0
S07,audio,congruent,slow,slow,1,0.889,0
S07,audio,congruent,fast,fast,1,0.775,1
S07,audio,incongruent,fast,fast,1,0.711,1
S07,audio,control,slow,slow,1,1.011,0
S07,audio,control,slow,slow,1,0.744,0
S07,audio,control,slow,slow,1,0.959,0
S07,audio,congruent,slow,fast,0,1.243,1
S07,audio,congruent,slow,slow,1,1.079,0
S07,audio,incongruent,slow,slow,1,0.888,0
S07,audio,incongruent,slow,slow,1,0.92,0
S07,audio,incongruent,slow,slow,1,1.103,0
S07,audio,control,slow,slow,1,1.172,0
S07,audio,congruent,fast,fast,1,0.697,1
S07,audio,congruent,slow,slow,1,0.816,0
S07,audio,incongruent,slow,slow,1,1.15,0
S07,audio,incongruent,slow,slow,1,0.98,0
S07,audio,congruent,fast,fast,1,1.037,1
S07,audio,control,slow,slow,1,1.008,0
S07,audio,incongruent,slow,slow,1,0.953,0
S07,audio,incongruent,slow,slow,1,0.896,0
S07,audio,control,slow,slow,1,1.159,0
S07,audio,congruent,fast,fast,1,0.988,1
S07,audio,congruent,slow,slow,1,0.813,0
S07,audio,control,slow,slow,1,0.86,0
S07,audio,control,fast,slow,0,0.921,0
S07,audio,control,slow,slow,1,0.987,0
S07,audio,control,fast,fast,1,1.145,1
S07,audio,incongruent,slow,slow,1,0.783,0
S07,audio,congruent,slow,slow,1,0.808,0
S07,audio,congruent,slow,slow,1,1.068,0
S07,audio,incongruent,slow,slow,1,0.94,0
S07,audio,congruent,fast,fast,1,0.94,1
S07,audio,incongruent,fast,fast,1,0.904,1
S07,audio,incongruent,fast,fast,1,0.867,1
S07,audio,control,slow,slow,1,0.851,0
S07,audio,control,slow,slow,1,1.024,0
S07,audio,congruent,fast,fast,1,0.88,1
S07,audio,congruent,fast,fast,1,1.032,1
S07,audio,control,slow,slow,1,1.129,0
S07,audio,incongruent,fast,slow,0,1.22,0
S07,audio,congruent,fast,fast,1,1.236,1
S07,audio,congruent,slow,slow,1,1.134,0
S07,audio,incongruent,slow,slow,1,0.802,0
S07,audio,control,slow,slow,1,0.928,0
S07,audio,control,fast,fast,1,0.895,1
S07,audio,congruent,fast,slow,0,1.032,0
S07,audio,control,slow,slow,1,1.127,0
S07,audio,congruent,slow,slow,1,1.157,0
S07,audio,incongruent,fast,fast,1,1.047,1
S07,audio,control,slow,slow,1,0.932,0
S07,audio,incongruent,fast,fast,1,1.039,1
S07,audio,incongruent,fast,fast,1,1.131,1
S07,audio,incongruent,fast,fast,1,1.191,1
S07,audio,incongruent,slow,slow,1,0.98,0
