subj_idx,task,condition,stimulus,answered,correct,rt,response
S09,visual,control,fast,fast,1,0.917,1
S09,visual,congruent,fast,slow,0,1.093,0
S09,visual,control,slow,slow,1,0.929,0
S09,visual,congruent,fast,fast,1,0.879,1
S09,visual,control,slow,slow,1,0.803,0
S09,visual,incongruent,slow,slow,1,0.854,0
S09,visual,control,fast,fast,1,1.009,1
S09,visual,incongruent,slow,slow,1,0.694,0
S09,visual,incongruent,fast,slow,0,0.753,0
S09,visual,congruent,slow,slow,1,0.776,0
S09,visual,incongruent,slow,slow,1,0.73,0
S09,visual,incongruent,slow,slow,1,0.777,0
S09,visual,congruent,slow,slow,1,0.743,0
S09,visual,control,slow,fast,0,0.921,1
S09,visual,incongruent,fast,slow,0,0.809,0
S09,visual,incongruent,slow,fast,0,0.685,1
S09,visual,control,fast,slow,0,0.735,0
S09,visual,congruent,slow,slow,1,0.787,0
S09,visual,control,slow,fast,0,0.9,1
S09,visual,congruent,slow,slow,1,1.081,0
S09,visual,incongruent,fast,slow,0,0.71,0
S09,visual,control,slow,fast,0,1.002,1
S09,visual,congruent,slow,fast,0,0.998,1
S09,visual,control,fast,slow,0,0.698,0
S09,visual,congruent,slow,fast,0,1.137,1
S09,visual,control,slow,slow,1,1.094,0
S09,visual,incongruent,fast,fast,1,1.128,1
S09,visual,incongruent,slow,fast,0,0.748,1
S09,visual,control,fast,slow,0,0.795,0
S09,visual,incongruent,slow,slow,1,0.693,0
S09,visual,control,fast,slow,0,0.874,0
S09,visual,incongruent,fast,slow,0,0.918,0
S09,visual,incongruent,slow,slow,1,0.906,0
S09,visual,incongruent,slow,fast,0,0.914,1
S09,visual,congruent,slow,slow,1,0.742,0
S09,visual,control,slow,fast,0,0.914,1
S09,visual,congruent,fast,fast,1,0.964,1
S09,visual,control,fast,fast,1,0.874,1
S09,visual,control,fast,slow,0,0.829,0
S09,visual,congruent,fast,fast,1,0.917,1
S09,visual,congruent,fast,fast,1,0.857,1
S09,visual,incongruent,fast,slow,0,0.94,0
S09,visual,incongruent,slow,fast,0,0.801,1
S09,visual,incongruent,slow,slow,1,0.813,0
S09,visual,congruent,slow,slow,1,0.844,0
S09,visual,congruent,slow,slow,1,0.721,0
S09,visual,congruent,fast,slow,0,1.058,0
S09,visual,incongruent,fast,slow,0,0.962,0
S09,visual,control,fast,fast,1,0.837,1
S09,visual,control,fast,slow,0,1.157,0
S09,visual,control,slow,slow,1,1.07,0
S09,visual,congruent,fast,slow,0,1.013,0
S09,visual,congruent,slow,fast,0,1.006,1
S09,visual,incongruent,slow,slow,1,0.765,0
S09,visual,incongruent,slow,slow,1,0.877,0
S09,visual,control,slow,fast,0,0.926,1
S09,visual,incongruent,slow,slow,1,0.797,0
S09,visual,control,slow,slow,1,1.089,0
S09,visual,congruent,slow,fast,0,1.085,1
S09,visual,incongruent,slow,slow,1,0.711,0
S09,visual,congruent,fast,fast,1,1.02,1
S09,visual,control,slow,slow,1,1.117,0
S09,visual,incongruent,fast,fast,1,0.832,1
S09,visual,incongruent,fast,fast,1,0.909,1
S09,visual,control,slow,fast,0,1.084,1
S09,visual,incongruent,slow,fast,0,0.861,1
S09,visual,congruent,slow,fast,0,0.833,1
S09,visual,incongruent,fast,slow,0,0.794,0
S09,visual,incongruent,fast,fast,1,0.8,1
S09,visual,control,slow,fast,0,0.865,1
S09,visual,congruent,slow,fast,0,0.881,1
S09,visual,incongruent,slow,slow,1,0.739,0
S09,visual,control,slow,fast,0,0.913,1
S09,visual,congruent,slow,slow,1,1.143,0
S09,visual,control,fast,fast,1,0.873,1
S09,visual,congruent,slow,slow,1,0.801,0
S09,visual,control,fast,fast,1,0.66,1
S09,visual,incongruent,slow,fast,0,0.824,1
S09,visual,incongruent,fast,fast,1,0.808,1
S09,visual,congruent,slow,slow,1,0.931,0
S09,visual,congruent,fast,fast,1,0.689,1
S09,visual,incongruent,slow,slow,1,0.909,0
S09,visual,control,slow,fast,0,0.738,1
S09,visual,congruent,slow,slow,1,0.877,0
S09,visual,congruent,fast,fast,1,0.816,1
S09,visual,incongruent,fast,fast,1,0.956,1
S09,visual,incongruent,fast,slow,0,0.745,0
S09,visual,incongruent,slow,fast,0,1.037,1
S09,visual,congruent,slow,slow,1,0.976,0
S09,visual,congruent,slow,slow,1,0.868,0
S09,visual,incongruent,fast,fast,1,0.897,1
S09,visual,incongruent,fast,slow,0,0.781,0
S09,visual,control,fast,slow,0,0.693,0
S09,visual,control,fast,fast,1,1.324,1
S09,visual,incongruent,slow,slow,1,0.798,0
S09,visual,control,slow,fast,0,1.072,1
S09,visual,control,slow,slow,1,0.62,0
S09,visual,congruent,slow,fast,0,0.959,1
S09,visual,control,fast,fast,1,0.851,1
S09,visual,congruent,slow,slow,1,0.769,0
S09,visual,incongruent,fast,fast,1,0.86,1
S09,visual,control,slow,slow,1,0.641,0
S09,visual,control,fast,fast,1,0.86,1
S09,visual,control,slow,slow,1,1.112,0
S09,visual,congruent,fast,slow,0,0.947,0
S09,visual,congruent,slow,fast,0,1.103,1
S09,visual,incongruent,slow,slow,1,0.788,0
S09,visual,control,slow,slow,1,0.635,0
S09,visual,congruent,slow,slow,1,0.709,0
S09,visual,congruent,fast,fast,1,0.828,1
S09,visual,congruent,slow,fast,0,0.895,1
S09,visual,control,fast,fast,1,0.86,1
S09,visual,control,slow,fast,0,0.819,1
S09,visual,congruent,fast,slow,0,0.808,0
S09,visual,congruent,slow,fast,0,0.792,1
S09,visual,control,fast,fast,1,0.963,1
S09,visual,control,slow,slow,1,0.901,0
S09,visual,incongruent,slow,slow,1,0.812,0
S09,visual,control,slow,slow,1,0.745,0
S09,visual,incongruent,fast,slow,0,0.859,0
S09,visual,control,fast,fast,1,0.783,1
S09,visual,incongruent,fast,fast,1,0.896,1
S09,visual,congruent,slow,fast,0,0.959,1
S09,visual,congruent,fast,slow,0,0.592,0
S09,visual,control,fast,slow,0,1.131,0
S09,visual,control,fast,slow,0,1.063,0
S09,visual,control,fast,fast,1,0.971,1
S09,visual,incongruent,slow,slow,1,0.854,0
S09,visual,congruent,slow,slow,1,0.779,0
S09,visual,control,fast,slow,0,0.674,0
S09,visual,control,fast,fast,1,0.746,1
S09,visual,incongruent,slow,slow,1,0.827,0
S09,visual,incongruent,slow,slow,1,0.737,0
S09,visual,control,slow,slow,1,0.644,0
S09,visual,congruent,slow,fast,0,1.171,1
S09,visual,incongruent,slow,slow,1,0.603,0
S09,visual,incongruent,fast,slow,0,0.715,0
S09,visual,incongruent,fast,slow,0,0.818,0
S09,visual,incongruent,fast,fast,1,1.466,1
S09,visual,control,fast,fast,1,0.707,1
S09,visual,control,slow,slow,1,0.643,0
S09,visual,congruent,fast,slow,0,0.872,0
S09,visual,congruent,fast,fast,1,0.819,1
S09,visual,control,slow,slow,1,0.598,0
S09,visual,incongruent,fast,fast,1,1.012,1
S09,visual,incongruent,slow,slow,1,0.73,0
S09,visual,incongruent,fast,slow,0,0.782,0
S09,visual,congruent,fast,fast,1,1.05,1
S09,visual,congruent,slow,slow,1,0.726,0
S09,visual,incongruent,fast,fast,1,0.967,1
S09,visual,congruent,fast,slow,0,0.68,0
S09,visual,incongruent,fast,fast,1,0.747,1
S09,visual,congruent,fast,fast,1,0.823,1
S09,visual,incongruent,slow,fast,0,0.744,1
S09,visual,control,slow,slow,1,0.766,0
S09,visual,incongruent,fast,slow,0,0.895,0
S09,visual,incongruent,fast,slow,0,0.951,0
S09,visual,control,fast,slow,0,0.794,0
S09,visual,incongruent,slow,fast,0,0.619,1
S09,visual,control,slow,fast,0,0.912,1
S09,visual,control,fast,slow,0,0.771,0
S09,visual,control,fast,fast,1,0.979,1
S09,visual,control,fast,fast,1,0.751,1
S09,visual,congruent,slow,slow,1,0.666,0
S09,visual,control,fast,fast,1,0.786,1
S09,visual,congruent,fast,fast,1,0.958,1
S09,visual,incongruent,fast,slow,0,0.678,0
S09,visual,congruent,slow,fast,0,0.73,1
S09,visual,incongruent,slow,fast,0,0.759,1
S09,visual,control,fast,fast,1,0.91,1
S09,visual,congruent,fast,fast,1,0.83,1
S09,visual,control,slow,slow,1,0.726,0
S09,visual,incongruent,slow,fast,0,0.85,1
S09,visual,control,slow,slow,1,1.069,0
S09,visual,congruent,fast,fast,1,0.95,1
S09,visual,congruent,slow,slow,1,0.822,0
S09,visual,congruent,slow,fast,0,1.043,1
S09,visual,congruent,slow,slow,1,0.686,0
S09,visual,control,slow,fast,0,1.054,1
S09,visual,incongruent,slow,fast,0,1.014,1
S09,visual,congruent,slow,fast,0,1.023,1
S09,visual,incongruent,fast,slow,0,0.829,0
S09,visual,incongruent,fast,fast,1,0.891,1
S09,visual,congruent,fast,fast,1,0.834,1
S09,visual,incongruent,fast,fast,1,0.822,1
S09,visual,control,slow,fast,0,1.105,1
S09,visual,congruent,slow,slow,1,0.922,0
S09,visual,control,slow,fast,0,0.795,1
S09,visual,control,slow,slow,1,0.779,0
S09,visual,control,slow,slow,1,0.791,0
S09,visual,control,slow,fast,0,0.858,1
S09,visual,incongruent,slow,slow,1,1.21,0
S09,visual,incongruent,slow,slow,1,1.387,0
S09,visual,control,slow,fast,0,1.206,1
S09,visual,control,fast,slow,0,0.742,0
S09,visual,incongruent,slow,slow,1,1.05,0
S09,visual,congruent,fast,fast,1,1.26,1
S09,visual,incongruent,slow,fast,0,1.103,1
S09,visual,control,slow,fast,0,0.853,1
S09,visual,incongruent,slow,slow,1,0.678,0
S09,visual,congruent,slow,slow,1,1.165,0
S09,visual,incongruent,slow,slow,1,0.769,0
S09,visual,incongruent,fast,fast,1,0.962,1
S09,visual,control,slow,slow,1,0.733,0
S09,visual,control,slow,slow,1,0.845,0
S09,visual,congruent,slow,fast,0,0.917,1
S09,visual,control,fast,slow,0,0.678,0
S09,visual,incongruent,slow,fast,0,0.962,1
S09,visual,incongruent,slow,slow,1,0.718,0
S09,visual,congruent,fast,fast,1,1.113,1
S09,visual,congruent,fast,fast,1,0.857,1
S09,visual,incongruent,fast,slow,0,0.774,0
S09,visual,incongruent,slow,slow,1,1.167,0
S09,visual,control,fast,fast,1,0.904,1
S09,visual,control,fast,fast,1,1.259,1
S09,visual,incongruent,fast,slow,0,0.99,0
S09,visual,congruent,slow,slow,1,1.041,0
S09,visual,incongruent,slow,slow,1,0.829,0
S09,visual,control,slow,fast,0,0.929,1
S09,visual,incongruent,slow,fast,0,1.306,1
S09,visual,congruent,fast,fast,1,0.93,1
S09,visual,congruent,fast,fast,1,0.825,1
S09,visual,control,fast,slow,0,0.649,0
S09,visual,congruent,fast,fast,1,1.286,1
S09,visual,incongruent,slow,slow,1,0.817,0
S09,visual,control,slow,fast,0,1.285,1
S09,visual,control,fast,fast,1,1.189,1
S09,visual,congruent,fast,fast,1,0.942,1
S09,visual,congruent,slow,slow,1,0.821,0
S09,visual,control,fast,fast,1,0.834,1
S09,visual,congruent,slow,slow,1,0.994,0
S09,visual,control,slow,fast,0,0.874,1
S09,visual,control,slow,slow,1,1.21,0
S09,visual,control,fast,slow,0,1.233,0
S09,visual,incongruent,fast,fast,1,0.858,1
S09,visual,incongruent,fast,fast,1,0.849,1
S09,visual,control,fast,fast,1,0.861,1
S09,visual,congruent,fast,slow,0,0.822,0
S09,visual,congruent,fast,fast,1,1.054,1
S09,visual,congruent,slow,fast,0,0.948,1
S09,visual,control,fast,fast,1,1.106,1
S09,visual,control,fast,fast,1,0.985,1
S09,visual,congruent,slow,slow,1,0.822,0
S09,visual,control,slow,fast,0,0.964,1
S09,visual,incongruent,fast,fast,1,1.06,1
S09,visual,incongruent,slow,slow,1,0.737,0
S09,visual,congruent,fast,fast,1,0.849,1
S09,visual,congruent,slow,slow,1,0.794,0
S09,visual,control,fast,fast,1,0.821,1
S09,visual,incongruent,slow,fast,0,0.925,1
S09,visual,congruent,slow,slow,1,1.082,0
S09,visual,incongruent,slow,slow,1,0.581,0
S09,visual,congruent,slow,fast,0,0.984,1
S09,visual,congruent,fast,fast,1,0.917,1
S09,visual,incongruent,fast,slow,0,0.778,0
S09,visual,control,fast,fast,1,0.765,1
S09,visual,control,slow,fast,0,0.901,1
S09,visual,incongruent,slow,slow,1,1.153,0
S09,visual,incongruent,fast,fast,1,0.935,1
S09,visual,congruent,slow,slow,1,1.054,0
S09,visual,congruent,fast,fast,1,0.913,1
S09,visual,congruent,slow,slow,1,0.937,0
S09,visual,incongruent,fast,slow,0,0.889,0
S09,visual,congruent,fast,fast,1,0.781,1
S09,visual,control,fast,fast,1,0.829,1
S09,visual,congruent,fast,slow,0,0.961,0
S09,visual,incongruent,slow,fast,0,0.917,1
S09,visual,congruent,slow,slow,1,0.961,0
S09,visual,congruent,slow,slow,1,0.876,0
S09,visual,incongruent,fast,slow,0,1.048,0
S09,visual,control,fast,fast,1,0.858,1
S09,visual,congruent,fast,fast,1,0.883,1
S09,visual,congruent,fast,slow,0,0.721,0
S09,visual,congruent,slow,fast,0,0.846,1
S09,visual,congruent,fast,slow,0,1.074,0
S09,visual,control,fast,slow,0,0.654,0
S09,visual,congruent,slow,slow,1,0.838,0
S09,visual,control,slow,fast,0,0.793,1
S09,visual,incongruent,slow,slow,1,1.052,0
S09,visual,incongruent,slow,fast,0,0.722,1
S09,visual,congruent,fast,fast,1,0.873,1
S09,visual,control,slow,fast,0,1.077,1
S09,visual,congruent,slow,slow,1,0.917,0
S09,visual,control,slow,fast,0,0.781,1
S09,visual,incongruent,fast,slow,0,0.818,0
S09,visual,incongruent,fast,fast,1,0.854,1
S09,visual,incongruent,slow,fast,0,0.942,1
S09,visual,congruent,slow,slow,1,0.825,0
S09,visual,incongruent,fast,slow,0,0.829,0
S09,visual,congruent,slow,slow,1,1.018,0
S09,visual,congruent,slow,fast,0,0.965,1
S09,visual,control,slow,slow,1,0.707,0
S09,visual,congruent,slow,slow,1,0.973,0
S09,visual,control,fast,fast,1,0.814,1
S09,visual,incongruent,slow,slow,1,0.833,0
S09,visual,control,slow,slow,1,0.838,0
S09,visual,incongruent,fast,fast,1,0.921,1
S09,visual,incongruent,slow,slow,1,0.869,0
S09,visual,incongruent,fast,fast,1,0.897,1
S09,visual,congruent,slow,slow,1,0.761,0
S09,visual,congruent,slow,slow,1,0.85,0
S09,visual,congruent,fast,fast,1,0.898,1
S09,visual,control,slow,fast,0,0.922,1
S09,visual,congruent,fast,fast,1,0.85,1
S09,visual,incongruent,fast,fast,1,0.869,1
S09,visual,control,slow,slow,1,1.208,0
S09,visual,control,slow,fast,0,1.018,1
S09,visual,incongruent,slow,slow,1,0.954,0
S09,visual,congruent,fast,fast,1,0.99,1
S09,visual,incongruent,fast,fast,1,0.874,1
S09,visual,control,fast,fast,1,0.865,1
S09,visual,control,slow,slow,1,0.858,0
S09,visual,congruent,slow,slow,1,0.869,0
S09,visual,control,fast,fast,1,0.873,1
S09,visual,incongruent,slow,slow,1,0.808,0
S09,visual,congruent,fast,slow,0,0.818,0
S09,visual,incongruent,slow,fast,0,0.837,1
S09,visual,congruent,fast,slow,0,0.754,0
S09,visual,incongruent,slow,fast,0,0.807,1
S09,visual,incongruent,fast,slow,0,0.645,0
S09,visual,control,slow,fast,0,1.053,1
S09,visual,congruent,fast,fast,1,0.917,1
S09,visual,control,slow,slow,1,0.762,0
S09,visual,incongruent,slow,slow,1,0.942,0
S09,visual,incongruent,fast,slow,0,0.742,0
S09,visual,incongruent,slow,slow,1,1.022,0
S09,visual,incongruent,fast,slow,0,0.897,0
S09,visual,congruent,slow,slow,1,0.982,0
S09,visual,incongruent,slow,fast,0,1.049,1
S09,visual,control,fast,slow,0,0.789,0
S09,visual,incongruent,fast,slow,0,0.905,0
S09,visual,control,slow,fast,0,0.825,1
S09,visual,congruent,slow,fast,0,0.921,1
S09,visual,congruent,slow,slow,1,0.932,0
S09,visual,incongruent,slow,slow,1,0.758,0
S09,visual,incongruent,fast,fast,1,0.957,1
S09,visual,congruent,fast,fast,1,0.87,1
S09,visual,congruent,fast,fast,1,0.773,1
S09,visual,congruent,slow,slow,1,0.949,0
S09,visual,congruent,slow,slow,1,0.985,0
S09,visual,control,fast,fast,1,0.853,1
S09,visual,congruent,slow,slow,1,1.045,0
S09,visual,incongruent,fast,fast,1,1.108,1
S09,visual,control,fast,fast,1,0.836,1
S09,visual,control,fast,fast,1,0.857,1
S09,visual,control,slow,slow,1,0.641,0
S09,visual,congruent,fast,slow,0,0.969,0
S09,visual,control,slow,slow,1,1.001,0
S09,visual,incongruent,fast,fast,1,0.869,1
S09,visual,incongruent,slow,fast,0,1.288,1
S09,visual,congruent,fast,slow,0,0.809,0
S09,visual,congruent,slow,slow,1,0.748,0
S09,visual,control,fast,fast,1,1.033,1
S09,visual,congruent,slow,slow,1,0.95,0
S09,visual,control,slow,slow,1,0.842,0
S09,visual,congruent,slow,fast,0,0.88,1
S09,visual,congruent,slow,fast,0,0.849,1
S09,visual,congruent,fast,fast,1,1.022,1
S09,visual,congruent,slow,fast,0,1.109,1
S09,visual,control,fast,fast,1,0.857,1
S09,visual,congruent,slow,slow,1,0.705,0
S09,visual,control,slow,fast,0,0.873,1
S09,visual,incongruent,fast,fast,1,0.821,1
S09,visual,control,fast,fast,1,0.833,1
S09,visual,control,slow,fast,0,0.878,1
S09,visual,congruent,slow,slow,1,0.932,0
S09,visual,incongruent,slow,fast,0,0.857,1
S09,visual,control,fast,fast,1,0.877,1
S09,visual,control,fast,fast,1,0.787,1
S09,visual,congruent,fast,fast,1,0.855,1
S09,visual,incongruent,fast,fast,1,0.936,1
S09,visual,incongruent,fast,slow,0,0.733,0
S09,visual,control,fast,fast,1,0.809,1
S09,visual,control,fast,fast,1,0.817,1
S09,visual,congruent,fast,fast,1,0.874,1
S09,visual,incongruent,fast,fast,1,0.858,1
S09,visual,incongruent,fast,fast,1,0.876,1
S09,visual,control,fast,slow,0,0.868,0
S09,visual,congruent,slow,slow,1,0.93,0
S09,visual,incongruent,slow,slow,1,1.069,0
S09,visual,incongruent,fast,slow,0,0.972,0
S09,visual,incongruent,slow,slow,1,1.142,0
S09,visual,incongruent,slow,slow,1,1.036,0
S09,visual,control,fast,fast,1,0.889,1
S09,visual,control,slow,fast,0,0.864,1
S09,visual,control,fast,fast,1,0.941,1
S09,visual,incongruent,slow,slow,1,1.042,0
S09,visual,congruent,fast,slow,0,0.991,0
S09,visual,control,slow,fast,0,0.905,1
S09,visual,control,slow,slow,1,0.772,0
S09,visual,congruent,slow,slow,1,0.869,0
S09,visual,incongruent,slow,fast,0,0.988,1
S09,visual,incongruent,fast,slow,0,0.782,0
S09,visual,congruent,fast,fast,1,0.827,1
S09,visual,congruent,slow,fast,0,0.941,1
S09,visual,incongruent,fast,slow,0,0.828,0
S09,visual,congruent,slow,slow,1,0.89,0
S09,visual,congruent,slow,fast,0,1.021,1
S09,visual,congruent,fast,fast,1,0.813,1
S09,visual,congruent,fast,slow,0,0.781,0
S09,visual,control,slow,slow,1,0.853,0
S09,visual,control,fast,fast,1,0.828,1
S09,visual,control,fast,slow,0,0.839,0
S09,visual,control,slow,slow,1,0.928,0
S09,visual,incongruent,slow,slow,1,1.061,0
S09,visual,incongruent,slow,slow,1,0.747,0
S09,visual,control,slow,slow,1,1.117,0
S09,visual,congruent,fast,fast,1,0.937,1
S09,visual,incongruent,fast,fast,1,0.916,1
S09,visual,control,slow,slow,1,0.724,0
S09,visual,incongruent,slow,slow,1,0.887,0
S09,visual,incongruent,fast,slow,0,0.783,0
S09,visual,control,fast,fast,1,0.835,1
S09,visual,incongruent,fast,slow,0,1.08,0
S09,visual,control,fast,fast,1,0.792,1
S09,visual,incongruent,fast,slow,0,0.756,0
S09,visual,control,slow,slow,1,0.703,0
S09,visual,congruent,slow,fast,0,0.927,1
S09,visual,incongruent,fast,slow,0,0.685,0
S09,visual,congruent,slow,slow,1,0.788,0
S09,visual,control,slow,fast,0,0.843,1
S09,visual,congruent,fast,slow,0,0.667,0
S09,visual,control,slow,slow,1,1.051,0
S09,visual,control,fast,fast,1,0.98,1
S10,visual,incongruent,fast,fast,1,1.507,1
S10,visual,congruent,slow,fast,0,0.796,1
S10,visual,control,slow,fast,0,0.836,1
S10,visual,control,fast,slow,0,0.863,0
S10,visual,incongruent,slow,fast,0,0.693,1
S10,visual,congruent,fast,fast,1,0.804,1
S10,visual,control,slow,slow,1,0.848,0
S10,visual,control,slow,fast,0,1.021,1
S10,visual,congruent,slow,slow,1,0.923,0
S10,visual,congruent,slow,slow,1,1.041,0
S10,visual,incongruent,fast,fast,1,0.996,1
S10,visual,incongruent,fast,fast,1,0.836,1
S10,visual,control,fast,fast,1,0.824,1
S10,visual,control,fast,slow,0,0.771,0
S10,visual,incongruent,fast,slow,0,0.868,0
S10,visual,incongruent,slow,fast,0,0.984,1
S10,visual,control,slow,fast,0,1.036,1
S10,visual,incongruent,fast,slow,0,0.924,0
S10,visual,congruent,slow,slow,1,0.869,0
S10,visual,control,fast,fast,1,0.837,1
S10,visual,incongruent,slow,fast,0,0.995,1
S10,visual,control,fast,fast,1,0.875,1
S10,visual,congruent,slow,slow,1,0.955,0
S10,visual,congruent,slow,slow,1,0.86,0
S10,visual,incongruent,fast,fast,1,1.028,1
S10,visual,control,fast,fast,1,0.924,1
S10,visual,incongruent,slow,slow,1,0.82,0
S10,visual,congruent,fast,fast,1,0.796,1
S10,visual,congruent,fast,fast,1,0.748,1
S10,visual,incongruent,fast,fast,1,0.808,1
S10,visual,control,fast,fast,1,0.864,1
S10,visual,control,slow,fast,0,0.732,1
S10,visual,incongruent,fast,slow,0,0.751,0
S10,visual,control,fast,fast,1,0.687,1
S10,visual,congruent,fast,slow,0,0.912,0
S10,visual,congruent,fast,slow,0,0.819,0
S10,visual,congruent,slow,fast,0,0.968,1
S10,visual,congruent,fast,fast,1,1.031,1
S10,visual,control,fast,fast,1,0.78,1
S10,visual,incongruent,slow,slow,1,1.272,0
S10,visual,control,fast,fast,1,0.795,1
S10,visual,congruent,slow,slow,1,1.34,0
S10,visual,incongruent,fast,fast,1,0.848,1
S10,visual,incongruent,fast,fast,1,0.824,1
S10,visual,congruent,fast,fast,1,0.771,1
S10,visual,control,fast,fast,1,0.785,1
S10,visual,control,slow,fast,0,0.944,1
S10,visual,incongruent,slow,slow,1,1.075,0
S10,visual,congruent,slow,fast,0,1.107,1
S10,visual,congruent,slow,slow,1,0.786,0
S10,visual,control,fast,fast,1,0.869,1
S10,visual,control,slow,fast,0,0.948,1
S10,visual,congruent,fast,fast,1,1.008,1
S10,visual,control,fast,fast,1,1.075,1
S10,visual,congruent,fast,slow,0,0.904,0
S10,visual,congruent,slow,fast,0,1.064,1
S10,visual,control,slow,fast,0,0.884,1
S10,visual,congruent,slow,slow,1,1.005,0
S10,visual,congruent,fast,fast,1,0.811,1
S10,visual,control,fast,fast,1,0.928,1
S10,visual,congruent,slow,slow,1,1.345,0
S10,visual,incongruent,slow,slow,1,1.164,0
S10,visual,control,slow,slow,1,1.023,0
S10,visual,incongruent,fast,fast,1,0.762,1
S10,visual,control,fast,fast,1,0.807,1
S10,visual,congruent,fast,slow,0,0.784,0
S10,visual,incongruent,fast,fast,1,1.007,1
S10,visual,incongruent,fast,fast,1,0.857,1
S10,visual,incongruent,slow,fast,0,1.18,1
S10,visual,incongruent,slow,slow,1,0.856,0
S10,visual,incongruent,slow,slow,1,0.72,0
S10,visual,congruent,fast,slow,0,1.039,0
S10,visual,incongruent,slow,fast,0,0.815,1
S10,visual,incongruent,slow,slow,1,0.911,0
S10,visual,control,fast,fast,1,0.969,1
S10,visual,congruent,slow,slow,1,0.848,0
S10,visual,control,fast,fast,1,0.79,1
S10,visual,incongruent,slow,slow,1,1.024,0
S10,visual,control,slow,fast,0,0.904,1
S10,visual,incongruent,fast,slow,0,0.994,0
S10,visual,congruent,fast,fast,1,1.107,1
S10,visual,control,fast,fast,1,0.775,1
S10,visual,congruent,slow,slow,1,1.011,0
S10,visual,control,slow,slow,1,1.051,0
S10,visual,congruent,slow,slow,1,1.327,0
S10,visual,congruent,fast,fast,1,1.079,1
S10,visual,congruent,slow,slow,1,1.108,0
S10,visual,congruent,fast,fast,1,0.895,1
S10,visual,congruent,slow,slow,1,0.884,0
S10,visual,congruent,slow,slow,1,0.815,0
S10,visual,control,slow,fast,0,1.335,1
S10,visual,incongruent,slow,slow,1,1.262,0
S10,visual,incongruent,fast,slow,0,1.147,0
S10,visual,incongruent,fast,slow,0,0.899,0
S10,visual,control,slow,fast,0,0.879,1
S10,visual,congruent,fast,fast,1,1.066,1
S10,visual,control,fast,fast,1,1.124,1
S10,visual,congruent,slow,slow,1,0.967,0
S10,visual,congruent,slow,slow,1,0.944,0
S10,visual,control,slow,fast,0,1.139,1
S10,visual,control,slow,slow,1,0.871,0
S10,visual,incongruent,fast,fast,1,1.007,1
S10,visual,congruent,fast,fast,1,0.974,1
S10,visual,control,slow,fast,0,0.739,1
S10,visual,congruent,fast,slow,0,1.04,0
S10,visual,incongruent,slow,fast,0,1.087,1
S10,visual,congruent,fast,fast,1,0.799,1
S10,visual,congruent,slow,fast,0,1.175,1
S10,visual,incongruent,slow,fast,0,0.806,1
S10,visual,congruent,fast,slow,0,0.762,0
S10,visual,incongruent,fast,fast,1,1.373,1
S10,visual,congruent,fast,fast,1,0.795,1
S10,visual,congruent,slow,fast,0,1.13,1
S10,visual,incongruent,fast,fast,1,0.931,1
S10,visual,incongruent,slow,fast,0,1.224,1
S10,visual,congruent,slow,fast,0,0.931,1
S10,visual,incongruent,fast,slow,0,0.782,0
S10,visual,control,slow,fast,0,0.863,1
S10,visual,congruent,fast,fast,1,1.125,1
S10,visual,control,fast,fast,1,1.149,1
S10,visual,control,slow,fast,0,1.002,1
S10,visual,control,slow,fast,0,1.527,1
S10,visual,control,fast,slow,0,0.646,0
S10,visual,control,slow,slow,1,1.41,0
S10,visual,control,slow,slow,1,1.514,0
S10,visual,incongruent,fast,fast,1,1.302,1
S10,visual,incongruent,fast,fast,1,0.955,1
S10,visual,control,fast,fast,1,0.926,1
S10,visual,incongruent,fast,fast,1,0.794,1
S10,visual,congruent,fast,fast,1,1.046,1
S10,visual,control,fast,fast,1,1.175,1
S10,visual,control,fast,fast,1,1.239,1
S10,visual,incongruent,fast,fast,1,1.023,1
S10,visual,congruent,fast,fast,1,0.966,1
S10,visual,incongruent,slow,slow,1,0.879,0
S10,visual,incongruent,slow,fast,0,0.93,1
S10,visual,incongruent,fast,fast,1,1.32,1
S10,visual,incongruent,slow,slow,1,1.102,0
S10,visual,control,slow,fast,0,1.079,1
S10,visual,incongruent,slow,slow,1,0.931,0
S10,visual,control,slow,fast,0,0.959,1
S10,visual,incongruent,fast,slow,0,0.91,0
S10,visual,control,fast,fast,1,0.877,1
S10,visual,incongruent,fast,fast,1,1.365,1
S10,visual,incongruent,slow,fast,0,1.322,1
S10,visual,control,slow,fast,0,0.949,1
S10,visual,congruent,fast,slow,0,0.71,0
S10,visual,incongruent,fast,fast,1,0.946,1
S10,visual,control,fast,fast,1,1.051,1
S10,visual,congruent,slow,slow,1,0.93,0
S10,visual,control,slow,fast,0,1.261,1
S10,visual,congruent,fast,fast,1,1.253,1
S10,visual,congruent,slow,slow,1,0.946,0
S10,visual,congruent,slow,slow,1,0.929,0
S10,visual,control,fast,fast,1,0.877,1
S10,visual,congruent,fast,fast,1,0.858,1
S10,visual,control,fast,fast,1,0.91,1
S10,visual,control,slow,fast,0,0.837,1
S10,visual,incongruent,slow,slow,1,0.913,0
S10,visual,incongruent,fast,fast,1,1.322,1
S10,visual,incongruent,slow,fast,0,1.169,1
S10,visual,incongruent,fast,slow,0,1.109,0
S10,visual,congruent,fast,fast,1,0.965,1
S10,visual,incongruent,fast,fast,1,1.066,1
S10,visual,incongruent,slow,fast,0,1.122,1
S10,visual,incongruent,fast,fast,1,0.905,1
